timestamp,open,high,low,close,volume,currency
2024-04-07 23:02:00+00:00,1.08288,1.08292,1.08287,1.08292,10,EUR_USD
2024-04-07 23:03:00+00:00,1.08292,1.08299,1.08292,1.08299,19,EUR_USD
2024-04-07 23:04:00+00:00,1.083,1.08306,1.08299,1.08304,7,EUR_USD
2024-04-07 23:05:00+00:00,1.08306,1.08306,1.08304,1.08306,5,EUR_USD
2024-04-07 23:06:00+00:00,1.08308,1.08311,1.08306,1.0831,8,EUR_USD
2024-04-07 23:07:00+00:00,1.08311,1.08318,1.08311,1.08316,18,EUR_USD
2024-04-07 23:08:00+00:00,1.08317,1.0832,1.08317,1.0832,9,EUR_USD
2024-04-07 23:09:00+00:00,1.08322,1.08326,1.08322,1.08325,19,EUR_USD
2024-04-07 23:10:00+00:00,1.08326,1.08326,1.08319,1.08324,20,EUR_USD
2024-04-07 23:11:00+00:00,1.08322,1.08328,1.08322,1.08328,26,EUR_USD
2024-04-07 23:12:00+00:00,1.0833,1.08331,1.08328,1.08329,16,EUR_USD
2024-04-07 23:13:00+00:00,1.08328,1.08329,1.08326,1.08326,27,EUR_USD
2024-04-07 23:14:00+00:00,1.08328,1.08328,1.08325,1.08325,10,EUR_USD
2024-04-07 23:15:00+00:00,1.08326,1.08326,1.08325,1.08326,9,EUR_USD
2024-04-07 23:16:00+00:00,1.08325,1.08326,1.08319,1.08326,34,EUR_USD
2024-04-07 23:17:00+00:00,1.08325,1.08326,1.08325,1.08326,8,EUR_USD
2024-04-07 23:18:00+00:00,1.08326,1.08328,1.08325,1.08326,11,EUR_USD
2024-04-07 23:19:00+00:00,1.08326,1.08326,1.08324,1.08324,16,EUR_USD
2024-04-07 23:20:00+00:00,1.08326,1.08326,1.08323,1.08326,9,EUR_USD
2024-04-07 23:21:00+00:00,1.08325,1.08329,1.08325,1.08329,4,EUR_USD
2024-04-07 23:22:00+00:00,1.08326,1.08326,1.08323,1.08323,6,EUR_USD
2024-04-07 23:23:00+00:00,1.08321,1.08322,1.08321,1.08322,11,EUR_USD
2024-04-07 23:24:00+00:00,1.08325,1.08326,1.08319,1.08319,8,EUR_USD
2024-04-07 23:25:00+00:00,1.0832,1.08321,1.08318,1.08319,11,EUR_USD
2024-04-07 23:26:00+00:00,1.08318,1.0832,1.08316,1.08318,13,EUR_USD
2024-04-07 23:27:00+00:00,1.08319,1.0832,1.08317,1.08317,5,EUR_USD
2024-04-07 23:28:00+00:00,1.0831,1.08312,1.0831,1.08312,4,EUR_USD
2024-04-07 23:29:00+00:00,1.08312,1.08312,1.0831,1.0831,12,EUR_USD
2024-04-07 23:30:00+00:00,1.08312,1.08316,1.08311,1.08316,13,EUR_USD
2024-04-07 23:31:00+00:00,1.08316,1.08324,1.08316,1.08322,21,EUR_USD
2024-04-07 23:32:00+00:00,1.08322,1.08326,1.0832,1.08325,17,EUR_USD
2024-04-07 23:33:00+00:00,1.08326,1.08326,1.0832,1.08325,29,EUR_USD
2024-04-07 23:34:00+00:00,1.08324,1.08324,1.08314,1.08314,14,EUR_USD
2024-04-07 23:35:00+00:00,1.08316,1.08316,1.08314,1.08314,9,EUR_USD
2024-04-07 23:36:00+00:00,1.08314,1.08314,1.08309,1.08312,15,EUR_USD
2024-04-07 23:37:00+00:00,1.08312,1.08312,1.08308,1.08312,24,EUR_USD
2024-04-07 23:38:00+00:00,1.08312,1.08314,1.08312,1.08312,7,EUR_USD
2024-04-07 23:39:00+00:00,1.08314,1.08323,1.08312,1.08323,21,EUR_USD
2024-04-07 23:40:00+00:00,1.08322,1.08324,1.08322,1.08322,16,EUR_USD
2024-04-07 23:41:00+00:00,1.08322,1.08322,1.08322,1.08322,6,EUR_USD
2024-04-07 23:42:00+00:00,1.08322,1.08324,1.08322,1.08323,11,EUR_USD
2024-04-07 23:43:00+00:00,1.08322,1.08324,1.08315,1.08318,46,EUR_USD
2024-04-07 23:44:00+00:00,1.08319,1.0832,1.08316,1.08319,32,EUR_USD
2024-04-07 23:45:00+00:00,1.0832,1.0832,1.08314,1.08314,31,EUR_USD
2024-04-07 23:46:00+00:00,1.08314,1.08318,1.08305,1.08306,25,EUR_USD
2024-04-07 23:47:00+00:00,1.08308,1.08308,1.08302,1.08304,19,EUR_USD
2024-04-07 23:48:00+00:00,1.08305,1.08308,1.08303,1.08307,26,EUR_USD
2024-04-07 23:49:00+00:00,1.08308,1.08308,1.08302,1.08303,20,EUR_USD
2024-04-07 23:50:00+00:00,1.08301,1.08301,1.08287,1.08289,21,EUR_USD
2024-04-07 23:51:00+00:00,1.08288,1.08296,1.08288,1.08296,11,EUR_USD
2024-04-07 23:52:00+00:00,1.08294,1.08297,1.08294,1.08294,14,EUR_USD
2024-04-07 23:53:00+00:00,1.08296,1.08296,1.08294,1.08294,22,EUR_USD
2024-04-07 23:54:00+00:00,1.08297,1.08298,1.08292,1.08293,30,EUR_USD
2024-04-07 23:55:00+00:00,1.08294,1.08298,1.08294,1.08297,27,EUR_USD
2024-04-07 23:56:00+00:00,1.08296,1.08305,1.08296,1.08302,49,EUR_USD
2024-04-07 23:57:00+00:00,1.08302,1.08308,1.083,1.08303,42,EUR_USD
2024-04-07 23:58:00+00:00,1.08304,1.08304,1.08294,1.08296,22,EUR_USD
2024-04-07 23:59:00+00:00,1.08296,1.083,1.08293,1.08298,33,EUR_USD
2024-04-08 00:00:00+00:00,1.08298,1.08302,1.0828,1.08285,119,EUR_USD
2024-04-08 00:01:00+00:00,1.08284,1.08284,1.08271,1.08274,63,EUR_USD
2024-04-08 00:02:00+00:00,1.08276,1.08276,1.08264,1.08266,54,EUR_USD
2024-04-08 00:03:00+00:00,1.08264,1.08266,1.08256,1.08264,53,EUR_USD
2024-04-08 00:04:00+00:00,1.08264,1.08268,1.08256,1.0826,45,EUR_USD
2024-04-08 00:05:00+00:00,1.08261,1.08262,1.08237,1.08245,104,EUR_USD
2024-04-08 00:06:00+00:00,1.08244,1.08248,1.08238,1.08244,67,EUR_USD
2024-04-08 00:07:00+00:00,1.08244,1.08248,1.08236,1.08244,66,EUR_USD
2024-04-08 00:08:00+00:00,1.08246,1.08248,1.08239,1.08247,48,EUR_USD
2024-04-08 00:09:00+00:00,1.08246,1.0825,1.08242,1.0825,27,EUR_USD
2024-04-08 00:10:00+00:00,1.0825,1.08252,1.08242,1.08244,66,EUR_USD
2024-04-08 00:11:00+00:00,1.08246,1.08252,1.08243,1.08244,37,EUR_USD
2024-04-08 00:12:00+00:00,1.08245,1.08248,1.08245,1.08246,23,EUR_USD
2024-04-08 00:13:00+00:00,1.08246,1.0825,1.08234,1.08238,52,EUR_USD
2024-04-08 00:14:00+00:00,1.0824,1.08244,1.08232,1.08234,27,EUR_USD
2024-04-08 00:15:00+00:00,1.08232,1.08244,1.08232,1.08244,45,EUR_USD
2024-04-08 00:16:00+00:00,1.08246,1.08252,1.08243,1.08252,36,EUR_USD
2024-04-08 00:17:00+00:00,1.08253,1.08255,1.08248,1.08248,45,EUR_USD
2024-04-08 00:18:00+00:00,1.0825,1.0826,1.08248,1.08254,55,EUR_USD
2024-04-08 00:19:00+00:00,1.08255,1.08255,1.08246,1.0825,36,EUR_USD
2024-04-08 00:20:00+00:00,1.08252,1.08254,1.08236,1.08237,48,EUR_USD
2024-04-08 00:21:00+00:00,1.08234,1.08244,1.08234,1.08239,64,EUR_USD
2024-04-08 00:22:00+00:00,1.0824,1.08249,1.08236,1.08247,28,EUR_USD
2024-04-08 00:23:00+00:00,1.08246,1.08257,1.08245,1.08257,41,EUR_USD
2024-04-08 00:24:00+00:00,1.08257,1.08264,1.08254,1.08256,50,EUR_USD
2024-04-08 00:25:00+00:00,1.08256,1.08256,1.08254,1.08256,28,EUR_USD
2024-04-08 00:26:00+00:00,1.08256,1.08261,1.08254,1.08254,35,EUR_USD
2024-04-08 00:27:00+00:00,1.08254,1.08257,1.08252,1.08255,27,EUR_USD
2024-04-08 00:28:00+00:00,1.08254,1.08254,1.08248,1.08249,37,EUR_USD
2024-04-08 00:29:00+00:00,1.08251,1.08251,1.08243,1.08246,32,EUR_USD
2024-04-08 00:30:00+00:00,1.08245,1.08254,1.08245,1.08251,44,EUR_USD
2024-04-08 00:31:00+00:00,1.08252,1.08254,1.0825,1.08251,31,EUR_USD
2024-04-08 00:32:00+00:00,1.08254,1.08258,1.08252,1.08255,56,EUR_USD
2024-04-08 00:33:00+00:00,1.08254,1.08255,1.0825,1.0825,21,EUR_USD
2024-04-08 00:34:00+00:00,1.08252,1.08254,1.08251,1.08251,14,EUR_USD
2024-04-08 00:35:00+00:00,1.08252,1.08253,1.08242,1.08246,30,EUR_USD
2024-04-08 00:36:00+00:00,1.08247,1.08256,1.08246,1.08255,36,EUR_USD
2024-04-08 00:37:00+00:00,1.08254,1.08257,1.08246,1.08246,23,EUR_USD
2024-04-08 00:38:00+00:00,1.08246,1.08252,1.08246,1.08248,15,EUR_USD
2024-04-08 00:39:00+00:00,1.08249,1.0825,1.08246,1.0825,26,EUR_USD
2024-04-08 00:40:00+00:00,1.0825,1.08252,1.0824,1.0824,26,EUR_USD
2024-04-08 00:41:00+00:00,1.08241,1.08241,1.08236,1.08236,8,EUR_USD
2024-04-08 00:42:00+00:00,1.08236,1.08238,1.08232,1.08232,13,EUR_USD
2024-04-08 00:43:00+00:00,1.08233,1.08238,1.08231,1.08236,39,EUR_USD
2024-04-08 00:44:00+00:00,1.08234,1.08236,1.08231,1.08235,19,EUR_USD
2024-04-08 00:45:00+00:00,1.08234,1.08247,1.08234,1.08246,37,EUR_USD
2024-04-08 00:46:00+00:00,1.08246,1.08247,1.08237,1.08241,32,EUR_USD
2024-04-08 00:47:00+00:00,1.0824,1.08246,1.08239,1.08242,23,EUR_USD
2024-04-08 00:48:00+00:00,1.08237,1.08238,1.08234,1.08235,13,EUR_USD
2024-04-08 00:49:00+00:00,1.08236,1.0824,1.08234,1.08238,27,EUR_USD
2024-04-08 00:50:00+00:00,1.0824,1.08247,1.0824,1.08244,40,EUR_USD
2024-04-08 00:51:00+00:00,1.08243,1.08246,1.08237,1.08243,41,EUR_USD
2024-04-08 00:52:00+00:00,1.08244,1.08264,1.08244,1.08263,46,EUR_USD
2024-04-08 00:53:00+00:00,1.08264,1.08269,1.08262,1.08268,70,EUR_USD
2024-04-08 00:54:00+00:00,1.08264,1.08276,1.08264,1.08272,128,EUR_USD
2024-04-08 00:55:00+00:00,1.0827,1.08274,1.08265,1.08265,37,EUR_USD
2024-04-08 00:56:00+00:00,1.08267,1.08272,1.08266,1.08271,57,EUR_USD
2024-04-08 00:57:00+00:00,1.0827,1.08278,1.0827,1.08274,33,EUR_USD
2024-04-08 00:58:00+00:00,1.08275,1.08276,1.0827,1.08275,51,EUR_USD
2024-04-08 00:59:00+00:00,1.08274,1.08277,1.08268,1.0827,72,EUR_USD
2024-04-08 01:00:00+00:00,1.0827,1.08281,1.08268,1.0828,128,EUR_USD
2024-04-08 01:01:00+00:00,1.0828,1.08288,1.08274,1.08284,138,EUR_USD
2024-04-08 01:02:00+00:00,1.08282,1.08292,1.08279,1.08288,94,EUR_USD
2024-04-08 01:03:00+00:00,1.0829,1.08298,1.08288,1.08292,61,EUR_USD
2024-04-08 01:04:00+00:00,1.08292,1.08295,1.08285,1.08289,74,EUR_USD
2024-04-08 01:05:00+00:00,1.0829,1.083,1.08287,1.08297,96,EUR_USD
2024-04-08 01:06:00+00:00,1.08298,1.08301,1.08294,1.083,65,EUR_USD
2024-04-08 01:07:00+00:00,1.08299,1.08302,1.08296,1.08298,73,EUR_USD
2024-04-08 01:08:00+00:00,1.08298,1.08301,1.08294,1.08296,59,EUR_USD
2024-04-08 01:09:00+00:00,1.08296,1.08297,1.08278,1.08286,79,EUR_USD
2024-04-08 01:10:00+00:00,1.08285,1.08291,1.08279,1.08291,73,EUR_USD
2024-04-08 01:11:00+00:00,1.08292,1.08302,1.08288,1.083,64,EUR_USD
2024-04-08 01:12:00+00:00,1.08302,1.08306,1.08299,1.083,39,EUR_USD
2024-04-08 01:13:00+00:00,1.08301,1.08302,1.08299,1.083,41,EUR_USD
2024-04-08 01:14:00+00:00,1.08302,1.08306,1.083,1.08305,26,EUR_USD
2024-04-08 01:15:00+00:00,1.08306,1.0831,1.08299,1.083,63,EUR_USD
2024-04-08 01:16:00+00:00,1.083,1.08309,1.08299,1.08302,34,EUR_USD
2024-04-08 01:17:00+00:00,1.08298,1.083,1.08294,1.08296,37,EUR_USD
2024-04-08 01:18:00+00:00,1.08298,1.08301,1.08294,1.08294,49,EUR_USD
2024-04-08 01:19:00+00:00,1.08294,1.08294,1.08287,1.08292,45,EUR_USD
2024-04-08 01:20:00+00:00,1.08289,1.08292,1.08282,1.08282,39,EUR_USD
2024-04-08 01:21:00+00:00,1.08282,1.08289,1.08277,1.08287,72,EUR_USD
2024-04-08 01:22:00+00:00,1.08286,1.08292,1.08285,1.08291,69,EUR_USD
2024-04-08 01:23:00+00:00,1.08292,1.08296,1.08288,1.08294,49,EUR_USD
2024-04-08 01:24:00+00:00,1.08296,1.083,1.08292,1.08298,46,EUR_USD
2024-04-08 01:25:00+00:00,1.08297,1.08298,1.08292,1.08292,20,EUR_USD
2024-04-08 01:26:00+00:00,1.08294,1.08294,1.08289,1.08292,38,EUR_USD
2024-04-08 01:27:00+00:00,1.08292,1.08297,1.08283,1.08285,61,EUR_USD
2024-04-08 01:28:00+00:00,1.08284,1.08294,1.08282,1.08292,46,EUR_USD
2024-04-08 01:29:00+00:00,1.08289,1.08292,1.08286,1.08286,32,EUR_USD
2024-04-08 01:30:00+00:00,1.08289,1.08308,1.08289,1.08306,59,EUR_USD
2024-04-08 01:31:00+00:00,1.08308,1.08309,1.08302,1.08304,34,EUR_USD
2024-04-08 01:32:00+00:00,1.08306,1.08311,1.08302,1.08304,66,EUR_USD
2024-04-08 01:33:00+00:00,1.08302,1.08306,1.083,1.08302,28,EUR_USD
2024-04-08 01:34:00+00:00,1.08304,1.08311,1.08304,1.08309,35,EUR_USD
2024-04-08 01:35:00+00:00,1.08308,1.08326,1.08305,1.08326,60,EUR_USD
2024-04-08 01:36:00+00:00,1.08325,1.08328,1.08319,1.08324,72,EUR_USD
2024-04-08 01:37:00+00:00,1.08324,1.08329,1.0832,1.08322,75,EUR_USD
2024-04-08 01:38:00+00:00,1.08321,1.08325,1.08316,1.08323,41,EUR_USD
2024-04-08 01:39:00+00:00,1.08322,1.08326,1.0832,1.08324,33,EUR_USD
2024-04-08 01:40:00+00:00,1.08324,1.08332,1.08323,1.08331,40,EUR_USD
2024-04-08 01:41:00+00:00,1.08332,1.08336,1.08328,1.08332,56,EUR_USD
2024-04-08 01:42:00+00:00,1.08332,1.08336,1.08326,1.08333,53,EUR_USD
2024-04-08 01:43:00+00:00,1.08336,1.08337,1.08328,1.08329,23,EUR_USD
2024-04-08 01:44:00+00:00,1.08327,1.08336,1.08326,1.08334,41,EUR_USD
2024-04-08 01:45:00+00:00,1.08333,1.08334,1.08326,1.08328,38,EUR_USD
2024-04-08 01:46:00+00:00,1.08328,1.08329,1.08324,1.08325,30,EUR_USD
2024-04-08 01:47:00+00:00,1.08326,1.08332,1.08325,1.08328,37,EUR_USD
2024-04-08 01:48:00+00:00,1.08331,1.08332,1.0833,1.0833,17,EUR_USD
2024-04-08 01:49:00+00:00,1.08331,1.08334,1.08326,1.08334,53,EUR_USD
2024-04-08 01:50:00+00:00,1.08335,1.08337,1.08332,1.08332,19,EUR_USD
2024-04-08 01:51:00+00:00,1.08334,1.08342,1.08334,1.08342,17,EUR_USD
2024-04-08 01:52:00+00:00,1.08344,1.08344,1.08337,1.08339,36,EUR_USD
2024-04-08 01:53:00+00:00,1.08338,1.08343,1.08338,1.08342,18,EUR_USD
2024-04-08 01:54:00+00:00,1.08343,1.08344,1.08336,1.08338,62,EUR_USD
2024-04-08 01:55:00+00:00,1.08336,1.08346,1.08333,1.08345,49,EUR_USD
2024-04-08 01:56:00+00:00,1.08343,1.08356,1.08342,1.08356,48,EUR_USD
2024-04-08 01:57:00+00:00,1.08356,1.08366,1.08355,1.08362,52,EUR_USD
2024-04-08 01:58:00+00:00,1.08363,1.08365,1.0836,1.08364,40,EUR_USD
2024-04-08 01:59:00+00:00,1.08364,1.08364,1.08352,1.08356,70,EUR_USD
2024-04-08 02:00:00+00:00,1.08357,1.08369,1.08356,1.08362,48,EUR_USD
2024-04-08 02:01:00+00:00,1.08364,1.08368,1.08356,1.08362,40,EUR_USD
2024-04-08 02:02:00+00:00,1.08362,1.08365,1.08356,1.08356,35,EUR_USD
2024-04-08 02:03:00+00:00,1.08358,1.08359,1.08356,1.08357,25,EUR_USD
2024-04-08 02:04:00+00:00,1.08356,1.08358,1.08355,1.08356,18,EUR_USD
2024-04-08 02:05:00+00:00,1.08356,1.08356,1.0835,1.08353,21,EUR_USD
2024-04-08 02:06:00+00:00,1.08352,1.08356,1.0835,1.08356,24,EUR_USD
2024-04-08 02:07:00+00:00,1.08356,1.08359,1.0835,1.0835,19,EUR_USD
2024-04-08 02:08:00+00:00,1.0835,1.08359,1.0835,1.08359,43,EUR_USD
2024-04-08 02:09:00+00:00,1.0836,1.08362,1.08356,1.08362,56,EUR_USD
2024-04-08 02:10:00+00:00,1.08361,1.0837,1.0836,1.08368,57,EUR_USD
2024-04-08 02:11:00+00:00,1.0837,1.08372,1.08368,1.08371,70,EUR_USD
2024-04-08 02:12:00+00:00,1.0837,1.08372,1.08364,1.08366,49,EUR_USD
2024-04-08 02:13:00+00:00,1.08366,1.08377,1.08364,1.08377,33,EUR_USD
2024-04-08 02:14:00+00:00,1.08379,1.08382,1.08376,1.08382,25,EUR_USD
2024-04-08 02:15:00+00:00,1.08383,1.08392,1.0838,1.0839,47,EUR_USD
2024-04-08 02:16:00+00:00,1.08391,1.08391,1.0838,1.0838,42,EUR_USD
2024-04-08 02:17:00+00:00,1.08382,1.08383,1.08376,1.08382,22,EUR_USD
2024-04-08 02:18:00+00:00,1.08384,1.08384,1.08376,1.08376,25,EUR_USD
2024-04-08 02:19:00+00:00,1.08376,1.08376,1.08372,1.08376,25,EUR_USD
2024-04-08 02:20:00+00:00,1.08375,1.08382,1.08375,1.08376,14,EUR_USD
2024-04-08 02:21:00+00:00,1.08376,1.0838,1.08376,1.08379,26,EUR_USD
2024-04-08 02:22:00+00:00,1.0838,1.0838,1.08375,1.08376,11,EUR_USD
2024-04-08 02:23:00+00:00,1.08376,1.08376,1.08374,1.08376,15,EUR_USD
2024-04-08 02:24:00+00:00,1.08375,1.0838,1.08375,1.08376,27,EUR_USD
2024-04-08 02:25:00+00:00,1.08377,1.08377,1.0837,1.08376,40,EUR_USD
2024-04-08 02:26:00+00:00,1.08374,1.08376,1.08365,1.08365,34,EUR_USD
2024-04-08 02:27:00+00:00,1.08366,1.08369,1.08364,1.08368,19,EUR_USD
2024-04-08 02:28:00+00:00,1.08369,1.08376,1.08367,1.08375,19,EUR_USD
2024-04-08 02:29:00+00:00,1.08376,1.0838,1.08376,1.08377,30,EUR_USD
2024-04-08 02:30:00+00:00,1.08376,1.08393,1.08376,1.08392,39,EUR_USD
2024-04-08 02:31:00+00:00,1.08392,1.08399,1.0839,1.08399,46,EUR_USD
2024-04-08 02:32:00+00:00,1.08398,1.08409,1.08396,1.08407,36,EUR_USD
2024-04-08 02:33:00+00:00,1.08404,1.08404,1.08393,1.08396,42,EUR_USD
2024-04-08 02:34:00+00:00,1.08399,1.08405,1.08398,1.084,35,EUR_USD
2024-04-08 02:35:00+00:00,1.08402,1.08405,1.08399,1.08401,33,EUR_USD
2024-04-08 02:36:00+00:00,1.08402,1.08417,1.084,1.08416,49,EUR_USD
2024-04-08 02:37:00+00:00,1.08414,1.08417,1.08398,1.084,64,EUR_USD
2024-04-08 02:38:00+00:00,1.08399,1.08414,1.08394,1.08414,67,EUR_USD
2024-04-08 02:39:00+00:00,1.08414,1.08416,1.08406,1.08413,78,EUR_USD
2024-04-08 02:40:00+00:00,1.08412,1.08416,1.08407,1.08414,66,EUR_USD
2024-04-08 02:41:00+00:00,1.08414,1.08419,1.08413,1.08416,29,EUR_USD
2024-04-08 02:42:00+00:00,1.08416,1.0842,1.08415,1.08419,34,EUR_USD
2024-04-08 02:43:00+00:00,1.08416,1.08416,1.08412,1.08412,37,EUR_USD
2024-04-08 02:44:00+00:00,1.08411,1.08417,1.0841,1.0841,23,EUR_USD
2024-04-08 02:45:00+00:00,1.08407,1.08408,1.08402,1.08408,34,EUR_USD
2024-04-08 02:46:00+00:00,1.0841,1.08414,1.08409,1.08413,48,EUR_USD
2024-04-08 02:47:00+00:00,1.08413,1.08423,1.08413,1.08422,31,EUR_USD
2024-04-08 02:48:00+00:00,1.08424,1.08427,1.08422,1.08424,33,EUR_USD
2024-04-08 02:49:00+00:00,1.08425,1.08434,1.08425,1.08427,61,EUR_USD
2024-04-08 02:50:00+00:00,1.08426,1.08426,1.08415,1.0842,39,EUR_USD
2024-04-08 02:51:00+00:00,1.08419,1.08428,1.08416,1.08426,32,EUR_USD
2024-04-08 02:52:00+00:00,1.08427,1.08432,1.08426,1.08426,32,EUR_USD
2024-04-08 02:53:00+00:00,1.08424,1.08429,1.08418,1.08427,51,EUR_USD
2024-04-08 02:54:00+00:00,1.08426,1.08432,1.08423,1.08429,44,EUR_USD
2024-04-08 02:55:00+00:00,1.08428,1.0843,1.08426,1.08426,24,EUR_USD
2024-04-08 02:56:00+00:00,1.08427,1.08427,1.08418,1.08418,45,EUR_USD
2024-04-08 02:57:00+00:00,1.08415,1.08416,1.0841,1.0841,30,EUR_USD
2024-04-08 02:58:00+00:00,1.08411,1.08411,1.08407,1.08407,25,EUR_USD
2024-04-08 02:59:00+00:00,1.08409,1.0841,1.08406,1.08407,38,EUR_USD
2024-04-08 03:00:00+00:00,1.08406,1.08407,1.08402,1.08403,29,EUR_USD
2024-04-08 03:01:00+00:00,1.08406,1.0841,1.08404,1.0841,16,EUR_USD
2024-04-08 03:02:00+00:00,1.08407,1.08409,1.08402,1.08406,28,EUR_USD
2024-04-08 03:03:00+00:00,1.08408,1.08418,1.08406,1.08413,29,EUR_USD
2024-04-08 03:04:00+00:00,1.08414,1.08416,1.08406,1.08408,32,EUR_USD
2024-04-08 03:05:00+00:00,1.08411,1.08411,1.08407,1.0841,26,EUR_USD
2024-04-08 03:06:00+00:00,1.08411,1.08417,1.08411,1.08413,33,EUR_USD
2024-04-08 03:07:00+00:00,1.08414,1.08416,1.0841,1.08416,42,EUR_USD
2024-04-08 03:08:00+00:00,1.08416,1.08417,1.08413,1.08413,21,EUR_USD
2024-04-08 03:09:00+00:00,1.08411,1.08416,1.08411,1.08413,18,EUR_USD
2024-04-08 03:10:00+00:00,1.08411,1.08412,1.084,1.084,28,EUR_USD
2024-04-08 03:11:00+00:00,1.08398,1.08398,1.0839,1.08392,34,EUR_USD
2024-04-08 03:12:00+00:00,1.08392,1.08396,1.08386,1.08396,22,EUR_USD
2024-04-08 03:13:00+00:00,1.08394,1.08394,1.08387,1.08392,19,EUR_USD
2024-04-08 03:14:00+00:00,1.08391,1.08392,1.08387,1.0839,21,EUR_USD
2024-04-08 03:15:00+00:00,1.0839,1.08393,1.0839,1.08391,8,EUR_USD
2024-04-08 03:16:00+00:00,1.08392,1.08393,1.0838,1.0838,28,EUR_USD
