Date,META_Open,META_Close,META_Volume,AAPL_Open,AAPL_Close,AAPL_Volume,AMZN_Open,AMZN_Close,AMZN_Volume,NFLX_Open,NFLX_Close,NFLX_Volume,GOOGL_Open,GOOGL_Close,GOOGL_Volume,META_SO_K,META_SO_D,META_SO_B/S_Decision,AAPL_SO_K,AAPL_SO_D,AAPL_SO_B/S_Decision,AMZN_SO_K,AMZN_SO_D,AMZN_SO_B/S_Decision,NFLX_SO_K,NFLX_SO_D,NFLX_SO_B/S_Decision,GOOGL_SO_K,GOOGL_SO_D,GOOGL_SO_B/S_Decision,META_MACD,META_signal_MACD,META_signal_MACD_diff,META_MACD_B/S_Decision,AAPL_MACD,AAPL_signal_MACD,AAPL_signal_MACD_diff,AAPL_MACD_B/S_Decision,AMZN_MACD,AMZN_signal_MACD,AMZN_signal_MACD_diff,AMZN_MACD_B/S_Decision,NFLX_MACD,NFLX_signal_MACD,NFLX_signal_MACD_diff,NFLX_MACD_B/S_Decision,GOOGL_MACD,GOOGL_signal_MACD,GOOGL_signal_MACD_diff,GOOGL_MACD_B/S_Decision,META_Final_BorS_Decision,AAPL_Final_BorS_Decision,AMZN_Final_BorS_Decision,NFLX_Final_BorS_Decision,GOOGL_Final_BorS_Decision,Cash Balance,META_owned_shares,AAPL_owned_shares,AMZN_owned_shares,NFLX_owned_shares,GOOGL_owned_shares
2014-12-01 00:00:00-05:00,77.17811530440444,75.02040100097656,31789900,26.554054600705744,25.718164443969727,335256000,16.9060001373291,16.299999237060547,98898000,49.28571319580078,48.83000183105469,11964400,27.254499435424805,26.982500076293945,39888000,,,NA,,,NA,,,NA,,,NA,,,NA,0.0,0.0,0.0,NA,0.0,0.0,0.0,NA,0.0,0.0,0.0,NA,0.0,0.0,0.0,NA,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,1.0,0,0,0,0,0
2014-12-02 00:00:00-05:00,75.25016067035999,75.38002014160156,16773900,25.36726510459419,25.61981964111328,237395600,16.375,16.315500259399414,55806000,48.75714111328125,50.33000183105469,14271600,26.97249984741211,26.929500579833984,41480000,,,NA,,,NA,,,NA,,,NA,,,NA,0.02868756677349893,0.0057375133546997865,0.022950053418799143,NA,-0.00784516945863345,-0.00156903389172669,-0.00627613556690676,NA,0.0012365487905654504,0.00024730975811309007,0.0009892390324523603,NA,0.11965811965811923,0.023931623931623847,0.09572649572649539,NA,-0.0042278800594814925,-0.0008455760118962985,-0.003382304047585194,NA,NA,NA,NA,NA,NA,1.0,0,0,0,0,0
2014-12-03 00:00:00-05:00,75.30010637053152,74.8006362915039,16689900,25.87014168624031,25.910371780395508,172253600,16.286500930786133,15.824999809265137,113620000,50.22142791748047,50.73143005371094,13819400,26.875,26.848499298095703,32476000,,,NA,,,NA,,,NA,,,NA,,,NA,0.004618002080860606,0.005513611099931951,-0.0008956090190713447,Sell,0.009275682326588708,0.0005999093519363897,0.008675772974652319,Buy,-0.03693697793740114,-0.0071895477809897565,-0.029747430156411382,Sell,0.24406649761175458,0.06795859866765,0.17610789894410459,NA,-0.01395378144065873,-0.0034672170976487848,-0.010486564343009945,NA,NA,NA,NA,NA,NA,1.0,0,0,0,0,0
2014-12-04 00:00:00-05:00,74.75069393000338,75.1602554321289,14362800,25.87461247082697,25.81203269958496,168178000,15.77649974822998,15.846500396728516,65806000,50.42856979370117,50.08571243286133,11853800,26.881999969482422,27.128999710083008,32598000,,,NA,,,NA,,,NA,,,NA,,,NA,0.014395020994541596,0.0072898930788538804,0.007105127915687716,Buy,0.014739036312157339,0.0034277347439805794,0.011311301568176758,NA,-0.06470893089884555,-0.018693424404560916,-0.04601550649428464,NA,0.28724582685111244,0.11181604430434249,0.17542978254676994,NA,0.0009613290481844672,-0.0025815078684821345,0.0035428369166666017,Buy,NA,NA,NA,NA,NA,1.0,0,0,0,0,0
2014-12-05 00:00:00-05:00,75.71966396610087,76.27906799316406,24306400,25.92378122086204,25.702516555786133,153275600,15.84000015258789,15.631500244140625,65304000,50.14714431762695,50.13142776489258,9930200,26.834999084472656,26.40399932861328,61402000,,,NA,,,NA,,,NA,,,NA,,,NA,0.1111410375935975,0.028060121981802605,0.0830809156117949,NA,0.010115145071175391,0.004765216809419542,0.005349928261755849,NA,-0.10288116911326739,-0.035530973346302216,-0.06735019576696517,NA,0.32144913605422687,0.15374266265431938,0.1677064733999075,NA,-0.04519878665811916,-0.011104963626409541,-0.034093823031709616,Sell,NA,NA,NA,NA,NA,1.0,0,0,0,0,0
2014-12-08 00:00:00-05:00,76.0992601897394,76.43889617919922,25733900,25.501365648075772,25.121416091918945,230659600,15.578499794006348,15.331999778747559,72784000,49.88142776489258,48.49714279174805,13621300,26.461000442504883,26.536500930786133,64566000,,,NA,,,NA,,,NA,,,NA,,,NA,0.1984224610219485,0.062132589789831785,0.13628987123211672,NA,-0.0399784266092702,-0.004183511874318407,-0.03579491473495179,Sell,-0.1555075333967988,-0.05952628535640154,-0.09598124804039726,NA,0.21421305126389711,0.16583674037623494,0.04837631088766217,NA,-0.07027910521014746,-0.022939791943157126,-0.04733931326699034,NA,NA,NA,NA,NA,NA,1.0,0,0,0,0,0
2014-12-09 00:00:00-05:00,75.12029141990733,76.75855255126953,25358600,24.627475346992426,25.505830764770508,240832000,15.149499893188477,15.625,80990000,47.81999969482422,49.111427307128906,17976700,26.29400062561035,26.805500030517578,43322000,,,NA,,,NA,,,NA,,,NA,,,NA,0.2900437716107689,0.10771482615401921,0.18232894545674966,NA,-0.048104374375199654,-0.012967684374494656,-0.035136690000705,NA,-0.17159361273957785,-0.0819397508330368,-0.08965386190654105,NA,0.17675775470624444,0.16802094324223685,0.008736811464007593,NA,-0.06766940831125012,-0.031885715216775724,-0.0357836930944744,NA,NA,NA,NA,NA,NA,1.0,0,0,0,0,0
2014-12-10 00:00:00-05:00,76.56876149728136,76.09925842285156,32210500,25.570649580264174,25.020837783813477,178261200,15.600000381469727,15.291999816894531,64918000,49.021427154541016,47.7599983215332,12644800,26.795000076293945,26.402000427246094,46222000,,,NA,,,NA,,,NA,,,NA,,,NA,0.30592824377538363,0.14735750967829211,0.15857073409709152,NA,-0.09261155843481816,-0.02889645918655936,-0.0637150992482588,NA,-0.20880530076025927,-0.1073128608184813,-0.10149243994177796,NA,0.03759180265821982,0.14193511512543344,-0.10434331246721362,Sell,-0.09704161518065035,-0.04491689520955065,-0.0521247199710997,NA,NA,NA,NA,NA,NA,1.0,0,0,0,0,0
2014-12-11 00:00:00-05:00,76.43889686743795,77.64762115478516,33462100,25.09012245138162,24.94708251953125,165606800,15.394499778747559,15.368000030517578,65258000,48.012855529785156,47.80428695678711,11769100,26.500499725341797,26.605499267578125,41426000,,,NA,,,NA,,,NA,,,NA,,,NA,0.4384030966651551,0.20556662707566473,0.23283646958949036,NA,-0.13231006778683607,-0.04957918090661471,-0.08273088688022137,NA,-0.22951751449587476,-0.13175379155396,-0.09776372294191477,NA,-0.06833675072278567,0.09988074195578962,-0.16821749267857528,NA,-0.1027146148930882,-0.05647643914625816,-0.046238175746830035,NA,NA,NA,NA,NA,NA,1.0,0,0,0,0,0
2014-12-12 00:00:00-05:00,77.07822475362596,77.74751281738281,28091600,24.68782186473576,24.524667739868164,224112400,15.19950008392334,15.366000175476074,63070000,47.417144775390625,47.78285598754883,13521200,26.371999740600586,26.07550048828125,47314000,,,NA,,,NA,,,NA,,,NA,,,NA,0.5451664548154724,0.2734865926236263,0.27167986219184614,NA,-0.1956019869641139,-0.07878374211811455,-0.11681824484599936,NA,-0.24328898076502803,-0.1540608293961736,-0.08922815136885442,NA,-0.15226003367308039,0.049452586830015625,-0.20171262050309602,NA,-0.14826784076676347,-0.07483471947035923,-0.07343312129640424,NA,NA,NA,NA,NA,NA,1.0,0,0,0,0,0
