,MSFT_Open,MSFT_Close,MSFT_Volume,AAPL_Open,AAPL_Close,AAPL_Volume,GOOGL_Open,GOOGL_Close,GOOGL_Volume,MSFT_SO_K,MSFT_SO_D,MSFT_SO_B/S_Decision,AAPL_SO_K,AAPL_SO_D,AAPL_SO_B/S_Decision,GOOGL_SO_K,GOOGL_SO_D,GOOGL_SO_B/S_Decision,MSFT_MACD,MSFT_signal_MACD,MSFT_signal_MACD_diff,MSFT_MACD_B/S_Decision,AAPL_MACD,AAPL_signal_MACD,AAPL_signal_MACD_diff,AAPL_MACD_B/S_Decision,GOOGL_MACD,GOOGL_signal_MACD,GOOGL_signal_MACD_diff,GOOGL_MACD_B/S_Decision,MSFT_Final_BorS_Decision,AAPL_Final_BorS_Decision,GOOGL_Final_BorS_Decision,Cash Balance,MSFT_owned_shares,AAPL_owned_shares,GOOGL_owned_shares,Portfolio Value,NS Portfolio Value,SP_500_Value_per_unit,SP_500_Total_Value,Strategy_Portfolio_DReturns,NS_Portfolio_DReturns,SP_500_DReturns,Maximum Value,Drawdown,Drawdown (%),Maximum Drawdown
2015-07-22,39.774290580222925,39.86182403564453,59152400,27.48671788287776,28.214500427246094,461802400,34.70100021362305,34.755001068115234,83100000,44.4090475560599,87.63641770846148,Sell,42.91661023262113,86.38333954107834,Sell,97.16759022138778,98.04863775977442,Sell,0.16040891504425048,-0.036911040834760406,0.19731995587901088,NA,0.06963663666265774,-0.041748252534353374,0.11138488919701112,NA,1.7295435059052338,0.9060844966453137,0.8234590092599201,NA,NA,NA,NA,14.456294984614942,13385,0,19365,1206581.1104011536,1142569.1648368835,2114.14990234375,1027476.8525390625,-0.016808894586146095,-0.025118881214062694,-0.0023877098952062026,1227209.1394615173,-20628.02906036377,-0.016808894586146147,-78536.1682510376
2015-07-23,39.62548030217178,40.36074447631836,33934000,28.435315684757402,28.200984954833984,203998000,34.592498779296875,33.73649978637695,76232000,62.61958632980834,80.62737809731405,Sell,42.41674567433041,74.86668867594442,NA,84.40281376418052,94.92920051261052,Sell,0.16191347607984596,0.002853862548160871,0.1590596135316851,NA,0.02447005293084814,-0.028504591441313072,0.05297464437216121,NA,1.7803338705664018,1.0809343714295314,0.6993994991368704,NA,NA,NA,NA,14.456294984614942,13385,0,19365,1193535.883178711,1133767.1944389343,2102.14990234375,1021644.8525390625,-0.010811728370341722,-0.007703665273695592,-0.005676040278268291,1227209.1394615173,-33673.2562828064,-0.027438889754016794,-78536.1682510376
2015-07-24,40.18569383952297,40.211952209472656,32333200,28.237038525066385,28.052276611328125,168649200,33.8385009765625,32.73849868774414,82622000,57.18868568166471,72.8434639135066,NA,36.91682468199416,62.25005361234325,NA,71.89496408690475,89.30819332999147,Sell,0.1493776268171345,0.0321586154019556,0.1172190114151789,NA,-0.023058506488339958,-0.02741537445071845,0.004356867962378493,NA,1.7202255629818914,1.2087926097400035,0.511432953241888,NA,NA,NA,NA,14.456294984614942,13385,0,19365,1172218.0074119568,1118053.200252533,2079.64990234375,1010709.8525390625,-0.017861110057268537,-0.013859983128350906,-0.01070332804283558,1227209.1394615173,-54991.13204956055,-0.04480991078153957,-78536.1682510376
2015-07-27,40.21194268361375,39.69550704956055,39701400,27.734572023674705,27.6624698638916,177822000,32.57849884033203,32.91350173950195,58382000,38.33849666877841,60.511163247262274,NA,22.499971782977234,46.750047968938695,NA,74.0882601338228,84.97557785218487,Sell,0.09665587886257043,0.04505806809407857,0.05159781076849186,NA,-0.09112890176625044,-0.04015807991382485,-0.05097082185242559,Sell,1.6674888068894376,1.3005318491698903,0.3669569577195473,NA,NA,NA,NA,14.456294984614942,13385,0,19365,1168694.3230438232,1110752.040102005,2067.639892578125,1004872.9877929688,-0.0030059974730410888,-0.006530243953399406,-0.005775015185050969,1227209.1394615173,-58514.81641769409,-0.04768120977600411,-78536.1682510376
2015-07-28,39.89684456973542,39.686767578125,34328900,27.799911499023438,27.799911499023438,134472400,33.0880012512207,32.983001708984375,34364000,38.0195069652815,48.11506464031858,NA,27.58319789162406,34.466670052709404,NA,74.95929642030812,80.5025849253208,Sell,0.053551008768124575,0.04675665622888777,0.0067943525392368045,NA,-0.13245789695334054,-0.05861804332172799,-0.07383985363161255,NA,1.6127122712556066,1.3629679335870337,0.24974433766857285,NA,NA,NA,NA,14.456294984614942,13385,0,19365,1169923.2121276855,1113389.8756256104,2093.25,1017319.5,0.001051505992312629,0.0023748194271722145,0.012386154626733425,1227209.1394615173,-57285.92733383179,-0.046679840861491684,-78536.1682510376
2015-07-29,39.73928114650598,40.518310546875,40945900,27.7480880666508,27.7120361328125,148046800,33.112998962402344,33.07149887084961,36756000,68.3707298055569,52.90740109021797,NA,24.333161209494463,30.749980248084064,NA,76.06842265172438,76.28275141138812,Sell,0.08550303103010037,0.054505931189130295,0.03099709984097008,NA,-0.17033867285801918,-0.08096216922898623,-0.08937650362903295,NA,1.558477297318003,1.4020698063332278,0.15640749098477524,NA,NA,NA,NA,14.456294984614942,13385,0,19365,1182767.1623039246,1120200.386302948,2108.570068359375,1024765.0532226562,0.010978455716662117,0.006116914502667603,0.007318795346650031,1227209.1394615173,-44441.97715759277,-0.036213857710588195,-78536.1682510376
2015-07-30,40.49205063853546,41.03474807739258,39777900,27.561079071880226,27.572345733642578,134513200,32.87200164794922,33.22800064086914,39606000,86.84230898253038,57.751945620762385,NA,19.166765426246346,26.09998419846725,NA,77.7989061249178,74.96196988353556,NA,0.1507595690711696,0.07375665876553816,0.07700291030563144,NA,-0.2092195556475147,-0.10661364651269194,-0.10260590913482277,NA,1.5107095552622596,1.4237977561190343,0.08691179914322533,NA,NA,NA,NA,14.456294984614942,13385,0,19365,1192710.3354263306,1124561.4918937683,2108.6298828125,1024794.123046875,0.00840670373620922,0.0038931477297676764,2.836730636679441e-05,1227209.1394615173,-34498.80403518677,-0.028111593147297106,-78536.1682510376
2015-07-31,41.39360989620036,40.877174377441406,31201500,27.62416733832693,27.331253051757812,171540000,33.23500061035156,32.875,34922000,80.92061689847667,62.49833186412477,NA,10.250045147236426,20.76662829151571,Buy,73.3282799222567,75.24863305060596,Sell,0.18759844681013504,0.09652501637445755,0.09107343043567749,NA,-0.2565299819645901,-0.13659691360307158,-0.11993306836151851,NA,1.4279090275394282,1.424620010403113,0.003289017136315131,NA,NA,NA,NA,14.456294984614942,13385,0,19365,1183765.3540420532,1115611.385734558,2103.840087890625,1022466.2827148438,-0.00749970979423098,-0.007958752121360768,-0.002271519985995063,1227209.1394615173,-43443.78541946411,-0.035400474151069845,-78536.1682510376
2015-08-03,41.12228211329026,40.973480224609375,24125900,27.376315167099452,26.686838150024414,279904000,32.882999420166016,33.236000061035156,31348000,84.5398349088386,71.7385995121368,NA,0.0,16.266633934920257,Buy,77.90021590529733,76.01102420490086,Sell,0.22200545909412028,0.12162110491839011,0.10038435417573018,NA,-0.3420794536394425,-0.17769342161034576,-0.1643860320290967,NA,1.3755620773258919,1.4148084237876688,-0.03924634646177694,Sell,NA,NA,Sell,14.456294984614942,13385,0,19365,1192045.1739883423,1112298.6906528473,2098.0400390625,1019647.458984375,0.00699447734132197,-0.0029693987745827988,-0.002756886733696673,1227209.1394615173,-35163.96547317505,-0.028653604624069632,-78536.1682510376
2015-08-04,40.92095793353504,41.612457275390625,33403900,26.457009517952624,25.83062171936035,496554400,33.21699905395508,33.06399917602539,26188000,100.0,84.13469811908051,Sell,0.0,10.749994356595447,Buy,75.72188653594468,76.16354222802818,Sell,0.2974050715260077,0.15677789823991364,0.14062717328609406,NA,-0.4735092170429205,-0.23685658069686072,-0.23665263634605976,NA,1.3051527200657773,1.3928772830432905,-0.08772456297751319,NA,NA,NA,NA,-14.951092510833405,21245,12157,0,1198079.5230579376,1103968.1309261322,2093.320068359375,1017353.5532226562,0.005062181535793409,-0.0074894988160290055,-0.002249704779339723,1227209.1394615173,-29129.616403579712,-0.023736472836538187,-78536.1682510376
2015-08-05,41.99759238913436,41.64746856689453,26959700,25.449831692137792,26.00186538696289,397250400,33.287498474121094,33.66450119018555,36448000,100.0,90.46055215796912,Sell,4.360324500107817,6.7554270147181175,Buy,83.32702864742988,77.61526342716928,Sell,0.3558825339042855,0.19659882537278803,0.15928370853149745,NA,-0.5574246739515054,-0.3009701993477897,-0.25645447460371573,NA,1.2830184530278572,1.370905517040204,-0.0878870640123468,NA,NA,NA,NA,-14.951092510833405,21245,12157,0,1200905.1472129822,1114067.044517517,2099.840087890625,1020522.2827148438,0.002358461271279033,0.009147830728512885,0.0031146787487494887,1227209.1394615173,-26303.992248535156,-0.021433993117160936,-78536.1682510376
2015-08-06,41.76124451647759,40.807151794433594,27368000,26.24857474380441,26.058448791503906,211612000,33.699501037597656,33.50749969482422,40660000,68.62703768162177,86.8174978977874,Sell,5.801090214682154,4.0822919724052795,Buy,80.98342254479753,78.25216671114524,Sell,0.33060875153819325,0.22340081060586908,0.10720794093232416,NA,-0.6123042085010972,-0.3632370011784512,-0.24906720732264603,NA,1.2385311620943646,1.3444306460510362,-0.10589948395667159,NA,NA,NA,NA,-14.951092510833405,21245,12157,0,1183740.5018310547,1105907.5113449097,2083.56005859375,1012610.1884765625,-0.014293090026104571,-0.007324095271251108,-0.00775298528243118,1227209.1394615173,-43468.63763046265,-0.035420725150022994,-78536.1682510376
2015-08-07,40.60584263746293,40.91220474243164,19163000,25.93395928835632,26.146717071533203,154681600,33.388999938964844,33.21950149536133,27544000,71.71720284317351,84.97681508672676,Sell,8.048638105839409,3.6420105641258758,Buy,75.45121939549627,78.67675460579314,Sell,0.3154200261453681,0.2418046537137689,0.07361537243159921,NA,-0.6412818248153798,-0.41884596590583695,-0.22243585890954282,NA,1.1665879163962174,1.3088621001200724,-0.14227418372385503,NA,NA,NA,NA,-14.951092510833405,21245,12157,0,1187045.4291915894,1104353.5649223328,2077.570068359375,1009699.0532226562,0.0027919356948777896,-0.001405132352059968,-0.0028748824444340126,1227209.1394615173,-40163.71026992798,-0.03272768184203001,-78536.1682510376
2015-08-10,41.09601421663602,41.42863464355469,23079900,26.37532418040245,27.097347259521484,219806400,33.35449981689453,33.15700149536133,34458000,88.83899561466654,85.83664722789237,Sell,32.254240317351154,10.092858627596106,Buy,71.47552063960694,77.39181555265506,Sell,0.34112218467481625,0.2616681599059784,0.07945402476883784,NA,-0.5808432832868711,-0.4512454293820438,-0.12959785390482725,NA,1.0919419214316122,1.2654780643823804,-0.17353614295076825,NA,NA,NA,NA,-14.951092510833405,21245,12157,0,1209573.793636322,1120571.6645812988,2104.179931640625,1022631.4467773438,0.018978519179400744,0.014685604478586134,0.012808166466444781,1227209.1394615173,-17635.345825195312,-0.01437028560016548,-78536.1682510376
2015-08-11,40.98222706894164,40.623348236083984,29237400,26.665035976107063,25.6872501373291,388331200,34.979000091552734,34.51499938964844,109880000,47.76764347667057,75.39017592322648,Sell,0.0,10.092858627596106,Buy,91.94190418927445,80.63581908332102,Sell,0.29313239962558413,0.26796100784989957,0.02517139177568456,NA,-0.6393582330529668,-0.48886799011622845,-0.15049024293673835,NA,1.1293451258163572,1.238251476669176,-0.10890635085281875,NA,NA,NA,NA,-14.951092510833405,21245,12157,0,1175322.9331951141,1112027.7994060516,2084.070068359375,1012858.0532226562,-0.02831647033145457,-0.007624559361350314,-0.00955710249815489,1227209.1394615173,-51886.2062664032,-0.042279840165768454,-78536.1682510376
2015-08-12,40.43077905448939,40.91220474243164,30181400,25.469962275686452,26.083341598510742,404870000,34.7244987487793,34.57350158691406,58498000,62.499951360542894,67.89016619533507,NA,9.730336067832061,11.166860941140957,Buy,92.95352803486328,82.5611189608077,Sell,0.2752357092856812,0.26941594813705594,0.005819761148625258,NA,-0.6463201058175798,-0.5203584132564988,-0.12596169256108103,NA,1.15044644269949,1.2206904698752388,-0.07024402717574874,NA,NA,NA,NA,-14.951092510833405,21245,12157,0,1186274.9735660553,1120453.0498600006,2086.050048828125,1013820.3237304688,0.009318324403972955,0.0075764746694722,0.0009500546545004873,1227209.1394615173,-40934.165895462036,-0.03335549302820821,-78536.1682510376
2015-08-13,41.19230542698789,40.90345001220703,22627200,26.264420645224643,26.062978744506836,194143200,34.459999084472656,34.32550048828125,36354000,62.05344114431133,66.57544688787297,NA,9.2301046006676,11.852663818338044,Buy,86.60059824954305,83.68455410175679,Sell,0.2573791134825285,0.26700858120615045,-0.009629467723621943,Sell,-0.646033480458911,-0.5454934266969813,-0.10054005376192965,NA,1.1340847492816621,1.2033693257565234,-0.0692845764748613,NA,NA,NA,NA,-14.951092510833405,21245,12157,0,1185841.428106308,1117003.7539730072,2083.389892578125,1012527.4877929688,-0.0003654679306299702,-0.0030784831969750126,-0.0012752120935421996,1227209.1394615173,-41367.71135520935,-0.03370877059582602,-78536.1682510376
2015-08-14,40.7283830638861,41.1397819519043,21473400,25.87511666704591,26.246313095092773,171718000,34.20199966430664,34.46849822998047,27598000,74.10688228862264,67.05338277696279,NA,13.733874610394844,12.989711119249131,Buy,77.14601145174514,84.02351251300658,Sell,0.2593084981313254,0.26546856459118545,-0.0061600664598600585,NA,-0.6238217490860443,-0.5611590911747939,-0.06266265791125036,NA,1.1197489432433443,1.1866452492538877,-0.06689630601054342,NA,NA,NA,NA,-14.951092510833405,21245,12157,0,1193091.0958652496,1123203.494462967,2091.5400390625,1016488.458984375,0.0061135220840773385,0.005550330934796177,0.003911964108786803,1227209.1394615173,-34118.0435962677,-0.027801327825213423,-78536.1682510376
2015-08-17,40.97347478221949,41.419883728027344,21099700,26.26441884229544,26.517919540405273,163538800,34.402000427246094,34.705501556396484,24680000,88.3926799562634,66.96411964528217,NA,20.406126476657427,10.620088351110386,Buy,96.9442987378993,89.11726813266505,Sell,0.2802093429100694,0.26841672025496227,0.01179262265510711,Buy,-0.577643704662588,-0.5644560138723528,-0.013187690790235185,NA,1.1146627629189467,1.1722487519868996,-0.05758598906795287,NA,NA,NA,NA,-14.951092510833405,21245,12157,0,1202343.7776546478,1132123.8857898712,2102.43994140625,1021785.8115234375,0.0077552182071127795,0.007941919136540188,0.00521142418513576,1227209.1394615173,-24865.361806869507,-0.020261714981832754,-78536.1682510376
2015-08-18,41.27010776184434,41.64897537231445,23574100,26.35268849661774,26.368532180786133,138242800,34.55350112915039,34.436500549316406,27710000,100.0,77.41059094994804,Sell,18.055491667252195,14.231186684560825,Buy,83.68650719790332,87.46618873439083,Sell,0.3116664967065148,0.2770666755452728,0.034599821161241995,NA,-0.5467984312558514,-0.5609244973490525,0.014126066093201106,Buy,1.0765163844599002,1.1531022784814997,-0.07658589402159954,NA,NA,Buy,NA,-14.951092510833405,21245,12157,0,1205394.7275066376,1128651.9279994965,2096.919921875,1019103.08203125,0.0025375020927385084,-0.0030667648955683413,-0.002625530186397551,1227209.1394615173,-21814.41195487976,-0.017775627033263155,-78536.1682510376
2015-08-19,41.217226944973255,41.06744384765625,31485500,26.277995274879615,26.031286239624023,193146000,34.50550079345703,34.70199966430664,50194000,70.36340766863472,78.98328221156642,Sell,13.613060157418037,15.00773150247802,Buy,97.37161709678517,88.3498065467752,Sell,0.2863706807998696,0.2789274765961922,0.007443204203677389,NA,-0.5433033954742648,-0.557400276974095,0.014096881499830238,NA,1.0555410443050448,1.1335900316462089,-0.07804898734116406,NA,NA,NA,NA,-14.951092510833405,21245,12157,0,1188940.1913585663,1122648.7842121124,2079.610107421875,1010690.5122070312,-0.013650745081743909,-0.005318861943579445,-0.008254876246131082,1227209.1394615173,-38268.94810295105,-0.031183721561707848,-78536.1682510376
2015-08-20,40.591672274525024,40.23042678833008,36238200,25.820790933483003,25.49712562561035,274006400,34.45500183105469,33.9739990234375,57798000,27.706505489121874,72.11389508052852,NA,0.0,13.1617105823445,Buy,62.81131336325097,83.59194956951679,Sell,0.19651794644471465,0.26244557056589674,-0.06592762412118208,Sell,-0.576984731002895,-0.5613171677798551,-0.01566756322303997,Sell,0.9690042902761533,1.1006728833721977,-0.1316685930960444,NA,NA,NA,NA,-14.951092510833405,21245,12157,0,1164663.9733486176,1099459.881597519,2035.72998046875,989364.7705078125,-0.02041836770797445,-0.02065552730355269,-0.021100170073477753,1227209.1394615173,-62545.16611289978,-0.05096536857633227,-78536.1682510376
2015-08-21,39.913229277240966,37.94840621948242,70053100,24.99465306292165,23.93764877319336,513102000,33.551998138427734,32.201499938964844,91880000,0.0,57.292518622804,NA,0.0,10.414935660265531,Buy,0.0,68.16274727916775,NA,-0.058160542618480804,0.19832434792902123,-0.256484890547502,NA,-0.7212006290485888,-0.5932938600336018,-0.127906769014987,NA,0.748766116816661,1.0302915300610904,-0.28152541324442937,NA,NA,NA,NA,-14.951092510833405,21245,12157,0,1097223.8862686157,1037514.5188140869,1970.8900146484375,957852.5471191406,-0.05790518864089145,-0.05634163085007271,-0.031850965718637325,1227209.1394615173,-129985.25319290161,-0.1059193979356586,-129985.25319290161
2015-08-24,35.63995761226483,36.72369384765625,88753700,21.472814940017383,23.34011459350586,648825200,30.030000686645508,30.905500411987305,129788000,0.0,39.61398263155132,NA,0.0,6.3337103649340465,Buy,0.0,48.773887531587896,NA,-0.3547300261883919,0.0877134731055386,-0.4424434992939305,NA,-0.8736380264207284,-0.6493626933110271,-0.22427533310970127,NA,0.46429731646338723,0.9170926873415498,-0.4527953708781626,NA,NA,NA,NA,-14.951092510833405,21245,12157,0,1063940.6489067078,1003160.0621509552,1893.2099609375,920100.041015625,-0.030334043742973882,-0.033112265939564844,-0.03941369286646568,1227209.1394615173,-163268.49055480957,-0.13304047802842273,-163268.49055480957
2015-08-25,37.50786213299856,35.6575813293457,70616600,25.148567647589015,23.480445861816406,414406400,32.32350158691406,30.62350082397461,71430000,0.0,19.613982631551316,Buy,3.1465842791390712,3.3519288873114212,Buy,0.0,32.03658609200723,NA,-0.668088540119065,-0.06344692953938212,-0.6046416105796829,NA,-0.9719185297226112,-0.713873860593344,-0.25804466912926716,NA,0.21363606909199717,0.7764013636916394,-0.5627652945996422,NA,NA,NA,NA,-14.951092510833405,21245,12157,0,1042997.0956840515,992689.219795227,1867.6099853515625,907658.4528808594,-0.01968488866759399,-0.010437858075486806,-0.01352199497897244,1227209.1394615173,-184212.04377746582,-0.15010647969774374,-184212.04377746582
2015-08-26,37.01443773828662,37.63119888305664,63408000,24.238674422148613,24.827157974243164,387098400,32.154998779296875,32.98699951171875,87740000,32.94087385267361,12.129475868359098,Buy,34.01349652247283,7.432016160322379,Buy,57.90049641519449,24.14236195568909,Buy,-0.7485442257787582,-0.20046638878725734,-0.5480778369915009,NA,-0.9304129033442017,-0.7571816691435156,-0.1732312342006861,NA,0.20335565870263395,0.6617922226938383,-0.45843656399120436,NA,NA,NA,NA,-14.951092510833405,21245,12157,0,1101298.5797634125,1056631.999364853,1940.510009765625,943087.8647460938,0.055898031088115196,0.06441369392811169,0.03903385877450183,1227209.1394615173,-125910.55969810486,-0.10259910527830056,-184212.04377746582
2015-08-27,38.089376750475466,38.67970657348633,50943200,25.402066005927118,25.558238983154297,338464400,33.5994987487793,33.39799880981445,58974000,50.44110306327231,16.676395383189185,Buy,52.4102846985995,17.91407310004228,Buy,67.96907124006609,25.173913531052115,NA,-0.7194072494860819,-0.30425456092702224,-0.4151526885590597,NA,-0.8289714015865037,-0.7715396156321133,-0.05743178595439047,NA,0.22577003150831843,0.5745877844567344,-0.348817752948416,NA,NA,NA,NA,-14.951092510833405,21245,12157,0,1132461.8774719238,1080239.2253303528,1987.6600341796875,966002.7766113281,0.02829686542881582,0.0223419563099454,0.024297748621125326,1227209.1394615173,-94747.2619895935,-0.07720547292466165,-184212.04377746582
2015-08-28,38.23915620273005,38.70613098144531,28246700,25.388488025165532,25.64198875427246,212657600,33.28799819946289,32.984500885009766,38836000,50.88214245693388,26.85282387457596,NA,57.67462554468183,29.448998208978644,NA,57.839285580783354,36.74177064720878,NA,-0.6862728309639081,-0.38065821493439944,-0.3056146160295087,NA,-0.7333665805579521,-0.7639050086172811,0.030538428059328937,Buy,0.20777268250832037,0.5012247640670516,-0.29345208155873126,NA,NA,NA,NA,-14.951092510833405,21245,12157,0,1134041.409986496,1076403.4066181183,1988.8699951171875,966590.8176269531,0.0013947776485847552,-0.0035508974514987246,0.0006087363616984476,1227209.1394615173,-93167.72947502136,-0.07591837974406065,-184212.04377746582
2015-08-31,38.380142502797554,38.34489822387695,34441700,25.35680515364878,25.52203369140625,224917200,32.71699905395508,32.39099884033203,38936000,44.85294866701303,35.823413607978566,NA,58.0725042033188,41.0634990496424,NA,43.29979664919744,45.40172997704828,NA,-0.6813083318028248,-0.44078823830808456,-0.24052009349474024,NA,-0.6596741294330819,-0.7430588327804413,0.08338470334735937,NA,0.14395952308948523,0.4297717158715384,-0.28581219278205316,NA,NA,NA,NA,-14.951092510833405,21245,12157,0,1124908.7263526917,1064379.9845848083,1972.1800537109375,958479.5061035156,-0.008053218827267616,-0.011169996266627846,-0.008391670369217175,1227209.1394615173,-102300.41310882568,-0.08336021124623771,-184212.04377746582
2015-09-01,37.1554249021303,36.8470458984375,49688900,24.931283770004196,24.38127899169922,307383600,31.690500259399414,31.47800064086914,51458000,19.852884997402278,39.79399060745902,NA,27.7109375634559,45.97636970650577,NA,20.933357755365993,49.58840152812147,NA,-0.7891413646113605,-0.5104588635687398,-0.2786825010426207,NA,-0.6854205995605049,-0.7315311861364541,0.04611058657594913,NA,0.019491128452742146,0.34771559838777916,-0.328224469935037,NA,NA,NA,NA,-14.951092510833405,21245,12157,0,1079218.698814392,1025286.6891593933,1913.8499755859375,930131.0881347656,-0.04061665312744178,-0.03672870214734869,-0.029576446640986798,1227209.1394615173,-147990.44064712524,-0.12059105158886076,-184212.04377746582
2015-09-02,37.3228355158716,38.203922271728516,37671500,24.94939119924557,25.426965713500977,247555200,31.899999618530273,32.24549865722656,37630000,42.4999745321557,41.705810743355435,NA,55.54223827741092,50.282118057493385,NA,39.735363601701565,45.95537496542289,NA,-0.7563920202004013,-0.5596454948950722,-0.1967465253053291,NA,-0.6143646698634946,-0.7080978828818623,0.09373321301836768,NA,-0.017024052689450286,0.2747676681723333,-0.29179172086178357,NA,NA,NA,NA,-14.951092510833405,21245,12157,0,1120757.9508419037,1060119.5995845795,1948.8599853515625,947145.9528808594,0.03849011518531498,0.03397382487599132,0.01829297500443139,1227209.1394615173,-106451.18861961365,-0.08674249986951937,-184212.04377746582
2015-09-03,38.24797637912347,38.327274322509766,28285200,25.460917503297317,24.9810791015625,212935600,32.39649963378906,31.852500915527344,34572000,44.55879506535049,40.52934914377107,NA,43.67481745006782,48.53502460778705,NA,30.10778713955696,38.38311814532106,NA,-0.7122738002126852,-0.5901711559585948,-0.12210264425409034,NA,-0.5872620652713181,-0.6839307193597535,0.09666865408843539,NA,-0.07678905374621081,0.20445632378862447,-0.28124537753483525,NA,NA,NA,NA,-14.951092510833405,21245,12157,0,1117957.9216194153,1050250.9625205994,1951.1300048828125,948249.1823730469,-0.0024983353634788763,-0.009308984635174378,0.0011647935451044589,1227209.1394615173,-109251.21784210205,-0.08902412337805762,-184212.04377746582
2015-09-04,37.719304934192344,37.543087005615234,37138800,24.66419686339052,24.732097625732422,199985200,31.485000610351562,31.447999954223633,40478000,31.47023318358241,36.64696728910078,NA,37.04809246489112,44.40971799182891,NA,20.198407209982133,30.85494247116082,NA,-0.7321474160975043,-0.6185664079863767,-0.11358100811112759,NA,-0.5791971558676394,-0.6629840066613307,0.0837868507936913,NA,-0.15500627879500684,0.1325638032718982,-0.28757008206690504,NA,NA,NA,NA,-14.951092510833405,21245,12157,0,1098270.9942703247,1035366.6293354034,1921.219970703125,933712.9057617188,-0.017609721232238473,-0.014172168097302706,-0.015329595723932221,1227209.1394615173,-128938.14519119263,-0.10506615461466408,-184212.04377746582
2015-09-08,38.15104957331901,38.67089080810547,32469800,25.293424152635176,25.42017364501953,219374400,32.04999923706055,32.194000244140625,39092000,50.29396259283029,37.735170074264225,NA,55.36146511042341,43.86751017324983,NA,38.47376625124291,29.889736391569908,NA,-0.6494070976764519,-0.6247345459243918,-0.024672551752060068,NA,-0.5113887021652985,-0.6326649457621243,0.12127624359682576,NA,-0.15501113251455934,0.0750488161146067,-0.23005994862916604,NA,NA,NA,NA,-14.951092510833405,21245,12157,0,1130596.1262207031,1063247.2856445312,1969.4100341796875,957133.2766113281,0.02943274667092055,0.02692829333993907,0.02508305358648033,1227209.1394615173,-96613.01324081421,-0.07872579345620477,-184212.04377746582
2015-09-09,38.95284458110005,37.94840621948242,33469500,25.748367310338136,24.93128204345703,340043200,32.59400177001953,32.170501708984375,40978000,38.23525666493485,41.411644407770744,NA,50.07127487493135,48.33957763554493,NA,37.8981040528114,33.282685651059,NA,-0.6348155094284422,-0.6267507386252019,-0.008064770803240306,NA,-0.49143452913665087,-0.6044188624370297,0.11298433330037883,NA,-0.15512295367465612,0.029014462156754142,-0.18413741583141024,NA,NA,NA,NA,-14.951092510833405,21245,12157,0,1109303.4859352112,1050430.2698249817,1942.0400390625,943831.458984375,-0.0188331091816738,-0.012054595382089306,-0.01389756050907287,1227209.1394615173,-117905.65352630615,-0.09607625117430396,-184212.04377746582
2015-09-10,37.992455951233566,38.142242431640625,31366600,24.9584417345727,25.479022979736328,251571200,32.19499969482422,32.55400085449219,27850000,41.470500595947556,41.20574962052912,NA,67.30773039790887,50.69267605964451,NA,47.29298589253807,34.79421010922629,NA,-0.6006862708348635,-0.6215378450671343,0.020851574232270798,Buy,-0.42650609063167977,-0.5688363080759598,0.14233021744427998,NA,-0.1228502554698423,-0.0013584813685651453,-0.12149177410127715,NA,NA,NA,NA,-14.951092510833405,21245,12157,0,1120080.4228248596,1064167.8390083313,1952.2900390625,948812.958984375,0.0097150482499051,0.013078040092693088,0.005277955033794246,1227209.1394615173,-107128.71663665771,-0.08729458834022727,-184212.04377746582
2015-09-11,38.01008080003151,38.30965042114258,27132500,25.302471387567532,25.85021209716797,199662000,32.510501861572266,32.76499938964844,34892000,44.26464146368795,41.14691890019661,NA,78.98840695402696,57.75539396043634,NA,52.46198386650618,39.26504945461614,NA,-0.5537469278074383,-0.6079796616151951,0.05423273380775684,NA,-0.3411652352485497,-0.5233020935104777,0.18213685826192805,NA,-0.07933358306932803,-0.016953501708717723,-0.06238008136061031,NA,NA,NA,NA,-14.951092510833405,21245,12157,0,1128149.551662445,1073163.725063324,1961.050048828125,953070.3237304688,0.007204062023720592,0.008453446651212282,0.004487043210972708,1227209.1394615173,-99059.58779907227,-0.08071940194524485,-184212.04377746582
2015-09-14,38.26558207668044,37.921958923339844,23656000,26.38663784159949,26.099185943603516,233453600,32.78150177001953,32.62350082397461,29942000,37.79383525360879,42.411639314201885,NA,86.8231812902703,67.71041172551217,NA,48.99558160572373,45.02448433376446,NA,-0.5415875400430608,-0.5947012373007683,0.05311369725770754,NA,-0.2505536572669236,-0.46875240626176695,0.21819874899484337,NA,-0.055622872517908206,-0.02468737587055582,-0.030935496647352387,NA,NA,NA,NA,-14.951092510833405,21245,12157,0,1122939.820842743,1071518.7265853882,1953.030029296875,949172.5942382812,-0.004617943438460892,-0.001532849498652844,-0.004089655710746709,1227209.1394615173,-104269.31861877441,-0.08496458775113619,-184212.04377746582
2015-09-15,38.054131469833,38.75019073486328,28882200,26.239526216284137,26.318744659423828,173364800,32.83549880981445,33.253501892089844,35546000,51.61752646109022,42.67635208785388,NA,93.7323125770894,75.38458121884538,Sell,64.42921597799027,50.21557427911393,NA,-0.4598192422708891,-0.5677248382947925,0.10790559602390337,NA,-0.15919171248918929,-0.40684026750725144,0.24764855501806216,NA,0.013844269359417183,-0.01698104682456122,0.030825316183978404,Buy,NA,NA,NA,-14.951092510833405,21245,12157,0,1143204.780986786,1089196.0833778381,1978.0899658203125,961351.7233886719,0.01804634564373586,0.016497478162404544,0.01283131142251781,1227209.1394615173,-84004.35847473145,-0.06845154242543484,-184212.04377746582
