,META_Open,META_Close,META_Volume,AAPL_Open,AAPL_Close,AAPL_Volume,AMZN_Open,AMZN_Close,AMZN_Volume,NFLX_Open,NFLX_Close,NFLX_Volume,GOOGL_Open,GOOGL_Close,GOOGL_Volume,META_SO_K,META_SO_D,META_SO_B/S_Decision,AAPL_SO_K,AAPL_SO_D,AAPL_SO_B/S_Decision,AMZN_SO_K,AMZN_SO_D,AMZN_SO_B/S_Decision,NFLX_SO_K,NFLX_SO_D,NFLX_SO_B/S_Decision,GOOGL_SO_K,GOOGL_SO_D,GOOGL_SO_B/S_Decision,META_MACD,META_signal_MACD,META_signal_MACD_diff,META_MACD_B/S_Decision,AAPL_MACD,AAPL_signal_MACD,AAPL_signal_MACD_diff,AAPL_MACD_B/S_Decision,AMZN_MACD,AMZN_signal_MACD,AMZN_signal_MACD_diff,AMZN_MACD_B/S_Decision,NFLX_MACD,NFLX_signal_MACD,NFLX_signal_MACD_diff,NFLX_MACD_B/S_Decision,GOOGL_MACD,GOOGL_signal_MACD,GOOGL_signal_MACD_diff,GOOGL_MACD_B/S_Decision,META_Final_BorS_Decision,AAPL_Final_BorS_Decision,AMZN_Final_BorS_Decision,NFLX_Final_BorS_Decision,GOOGL_Final_BorS_Decision,Cash Balance,META_owned_shares,AAPL_owned_shares,AMZN_owned_shares,NFLX_owned_shares,GOOGL_owned_shares,Portfolio Value,NS Portfolio Value,SP_500,SP_500_Value,Strategy_Portfolio_DReturns,NS_Portfolio_DReturns,SP_500_DReturns
2015-06-25,89.16539905714734,87.88675689697266,27302000,29.03466796385873,28.728233337402344,127752400,21.903499603271484,22.0049991607666,44750000,95.48143005371094,94.89142608642578,41623400,28.014999389648438,27.897499084472656,26684000,90.89977111210452,96.0294258600261,Sell,17.37481329441795,14.008112025048254,Buy,73.81055766823506,80.65435240174983,Sell,71.52692177264383,88.36152071851984,Sell,74.37577713410909,90.33439227214248,Sell,1.6895872112452963,0.916615024075647,0.7729721871696493,NA,-0.07927153712566337,-0.05409390847940139,-0.025177628646261982,NA,0.23439181009050714,0.2006053978565722,0.03378641223393494,NA,2.90720347084752,3.129653255057427,-0.2224497842099069,NA,0.12001389591463862,0.05449690030268655,0.06551699561195207,NA,NA,NA,NA,NA,NA,-39.921496896789904,3545,704,5414,0,30256,1294985.0272254944,1331959.488336563,2102.31005859375,1021722.6884765625,-0.003348853439295252,-0.009226273293469256,-0.0029735743006855664
2015-06-26,88.02660154649482,87.91671752929688,38214600,28.766531901811096,28.55923843383789,176267200,22.08799934387207,21.905000686645508,52490000,95.30000305175781,93.08856964111328,30314900,27.98550033569336,27.652999877929688,43676000,91.20993079655831,96.42194038173257,Sell,3.8069517314873305,14.76950237134572,Buy,64.91785427147612,79.26408308914911,Sell,50.32753971116218,83.5040917793005,Sell,51.34242056162089,80.60287638446667,Sell,1.8413851300304174,1.1015690452666012,0.7398160847638162,NA,-0.09127019090777111,-0.061529164965075336,-0.029741025942695773,NA,0.22683589200336485,0.20585149668593075,0.020984395317434096,NA,2.5659256888123423,3.01690774180841,-0.45098205299606775,NA,0.10417710828978599,0.06443294190010644,0.03974416638967955,NA,NA,NA,NA,NA,NA,-39.921496896789904,3545,704,5414,0,30256,1287033.3055229187,1320226.4305820465,2101.489990234375,1021324.1352539062,-0.006140396634247036,-0.008808869832197086,-0.0003900796440671206
2015-06-29,86.5182073846068,85.70906829833984,35957900,28.268577687853938,28.059030532836914,196645600,21.749000549316406,21.493000030517578,55064000,91.5057144165039,92.23143005371094,24575600,27.337499618530273,27.0625,37756000,64.2941423906689,89.28076885986634,Sell,0.0,11.368871051916617,Buy,28.27929886933011,68.82173545784838,NA,40.248628747059676,71.55381752871243,NA,0.0,60.60287638446666,NA,1.7632219068936337,1.2338996175920078,0.5293222893016258,NA,-0.1395333540259358,-0.07713000277724744,-0.06240335124868837,NA,0.18546483954308002,0.2017741652573606,-0.016309325714280593,Sell,2.200925685216376,2.8537113304900035,-0.6527856452736276,NA,0.04347676181678395,0.060241705883441944,-0.016764944066657995,Sell,NA,NA,NA,NA,NA,-39.921496896789904,3545,704,5414,0,30256,1258758.306777954,1297387.942604065,2057.639892578125,1000012.9877929688,-0.021969127468287608,-0.01729891740457945,-0.02086619391956246
2015-06-30,86.50821455208386,85.67909240722656,23016500,28.293360607290033,28.261816024780273,177482800,21.709999084472656,21.704500198364258,51938000,93.35713958740234,93.84857177734375,16880500,27.254499435424805,27.00200080871582,34510000,63.30166464693375,81.9411017892531,Sell,16.09995729614969,13.007907788651584,Buy,47.087668472527064,58.23926915235379,NA,59.26423330946985,63.4066641906064,NA,0.0,40.60287638446666,NA,1.6794979782857666,1.3230192897307596,0.3564786885550071,NA,-0.15957962943042858,-0.09361992810788367,-0.06595970132254492,NA,0.16780987063982167,0.19498130633385283,-0.02717143569403116,NA,2.0188780058202553,2.686744665556054,-0.6678666597357985,NA,-0.009402097679796384,0.04631294517079428,-0.05571504285059067,NA,NA,NA,NA,NA,NA,-39.921496896789904,3545,704,5414,0,30256,1258109.4016075134,1307773.111070633,2063.110107421875,1002671.5122070312,-0.0005155121256770201,0.008004674720287097,0.0026584898861461426
2015-07-01,86.67802772918557,86.81788635253906,25260000,28.593038646263867,28.525442123413086,120955200,21.967500686645508,21.86949920654297,39742000,94.80571746826172,93.63571166992188,14699300,27.183000564575195,27.165000915527344,30760000,76.19052503772117,77.17920679679733,Sell,37.03029550458688,14.86240356532837,Buy,61.76076477113518,55.17122881054071,NA,56.76125934578181,55.625716577223464,NA,13.961470725658629,27.93593368427772,NA,1.685606691073346,1.395536769999277,0.29006992107406915,NA,-0.15243682731303565,-0.10538330794891407,-0.04705351936412158,NA,0.16522758089067224,0.18903056124521672,-0.02380298035454448,NA,1.8362606073443857,2.5166478539137205,-0.6803872465693348,NA,-0.037721399617453244,0.02950607621314478,-0.06722747583059802,NA,NA,NA,NA,NA,NA,-39.921496896789904,3545,704,5414,0,30256,1268157.0547790527,1315262.225452423,2077.419921875,1009626.08203125,0.007986311173496574,0.00572661596907964,0.006936040108400654
2015-07-02,87.30737090398556,87.1974868774414,16908800,28.48713955830584,28.48939323425293,108844000,21.850000381469727,21.885499954223633,26868000,93.99857330322266,94.0442886352539,11053000,27.23699951171875,27.367000579833984,28124000,80.83036941572745,75.16532645752191,Sell,39.544673840653374,19.296375674575454,Buy,63.18368551568791,53.04585438003129,NA,58.95966548359749,53.1122653194142,NA,31.263375951224138,19.31345344770073,Buy,1.7014650499040016,1.4567224259802218,0.24474262392377977,NA,-0.14797913786844674,-0.11390247393282062,-0.034076663935626125,NA,0.16259789693192417,0.1837440283825582,-0.021146131450634043,NA,1.7048512854613591,2.3542885402232483,-0.6494372547618892,NA,-0.043365080055629335,0.014931844959389956,-0.05829692501501929,NA,NA,NA,NA,NA,NA,-39.921496896789904,3545,704,5414,0,30256,1275675.6901130676,1319324.10953331,2076.780029296875,1009315.0942382812,0.005928788792902928,0.0030882693977543063,-0.0003080227407983305
2015-07-06,86.39832506273726,87.45720672607422,24635900,28.151413088897243,28.39025115966797,112241600,21.761499404907227,21.802000045776367,38064000,93.47285461425781,94.57142639160156,11808300,27.112499237060547,27.2810001373291,25614000,84.00491634198791,73.72432356660784,NA,33.793106132401334,25.293606554758256,NA,55.758173016578404,51.21391812905174,NA,64.43657720179972,55.93407281754171,NA,23.897168137544806,13.824402962885515,Buy,1.7152181673984046,1.5084215742638585,0.20679659313454613,NA,-0.1507090436793952,-0.12126378788213554,-0.02944525579725965,NA,0.15202367438802966,0.1773999575836525,-0.02537628319562285,NA,1.624517634515641,2.208334359081727,-0.5838167245660859,NA,-0.0541530122220486,0.0011148735231022446,-0.055267885745150847,NA,NA,NA,NA,NA,NA,-39.921496896789904,3545,704,5414,0,30256,1273472.503063202,1319619.880159378,2068.760009765625,1005417.3647460938,-0.0017270745746282845,0.00022418344660790623,-0.003861756863082544
2015-07-07,87.70694292833534,87.12755584716797,33059900,28.365461526878494,28.320398330688477,187787200,21.784000396728516,21.836000442504883,69084000,95.01285552978516,94.0914306640625,21573300,27.37150001525879,27.50149917602539,33578000,79.97560479772311,76.86061604801868,Sell,26.66630341501955,30.626867237762166,NA,58.78177358784996,57.31441307275571,NA,58.209798708998015,59.52630680992937,NA,42.78360284003098,22.38112353089171,Buy,1.6801498199111933,1.5427672233933256,0.13738259651786766,NA,-0.15670268223984962,-0.12835156675367837,-0.028351115486171252,NA,0.14471884593012874,0.17086373525294776,-0.026144889322819026,NA,1.5047748854580192,2.0676224643569854,-0.5628475788989662,NA,-0.04439830057926031,-0.007987761297370265,-0.036410539281890045,NA,NA,NA,NA,NA,NA,-39.921496896789904,3545,704,5414,0,30256,1279110.2113685608,1318356.6803340912,2081.340087890625,1011531.2827148438,0.004427035756011888,-0.0009572452221122685,0.00608097510857486
2015-07-08,86.19854040172804,85.55921936035156,24399300,28.04776784977114,27.617406845092773,243046400,21.717500686645508,21.485000610351562,47662000,93.47142791748047,93.50714111328125,12990600,27.280000686645508,27.084999084472656,27662000,60.80588095961923,76.36145931055577,Sell,0.0,27.406875778532232,NA,27.016176583690104,53.300114694988316,NA,25.10536264719616,52.69453267747464,NA,7.109062809382688,23.80293609276825,Buy,1.5084181490579596,1.5358974085262525,-0.027479259468292883,Sell,-0.21569186022231435,-0.14581962544740557,-0.06987223477490878,NA,0.10934648550296089,0.1585602853029504,-0.04921379979998952,NA,1.3472009169265249,1.9235381548708934,-0.5763372379443685,NA,-0.06947483522140274,-0.02028517608217676,-0.04918965913922598,NA,Sell,NA,NA,NA,NA,-39.921496896789904,3545,704,5414,0,30256,1258553.6126556396,1298715.5906486511,2046.6800537109375,994686.5061035156,-0.01607101446788306,-0.014898160701444452,-0.016652749054007043
2015-07-09,86.63807610855623,85.78897094726562,23307400,27.905812987805415,27.054105758666992,314380000,21.7450008392334,21.719499588012695,45428000,94.9000015258789,95.72714233398438,16731400,27.4325008392334,27.232500076293945,29766000,63.435522685698864,73.81045884015131,NA,0.0,20.000816677614853,Buy,48.028644431341384,50.55369062702955,NA,68.79388859110584,55.10105852653944,NA,19.74298569202066,24.959239086040654,Buy,1.3750083551910706,1.5037195978592162,-0.1287112426681456,NA,-0.30438612496365636,-0.17753292535065573,-0.12685319961300062,NA,0.09909345506144618,0.14666691925464959,-0.04757346419320341,NA,1.385486925945969,1.8159279090859086,-0.4304409831399396,NA,-0.07656349594706668,-0.03154084005515475,-0.045022655891911935,NA,NA,NA,NA,NA,NA,-16.102268301066943,0,3455,8945,809,33055,1265366.4073810577,1307917.2375965118,2051.31005859375,996936.6884765625,0.00541319388932715,0.00708519017875564,0.0022622025726091177
2015-07-10,87.2574184547074,87.85678100585938,23245900,27.475452768413316,27.777379989624023,245418000,22.024499893188477,22.175500869750977,48020000,97.52285766601562,97.22856903076172,21636300,27.68549919128418,27.805500030517578,43436000,88.83435916274327,75.41125678955447,Sell,37.67599581514714,19.627081072513604,Buy,88.88900282855215,55.694754089602405,NA,98.3412233327778,62.97737009637551,NA,68.82223013661033,32.47100992311789,NA,1.419768910480144,1.4869294603834018,-0.0671605499032577,NA,-0.3127100561238194,-0.2045683515052885,-0.10814170461853093,NA,0.12630735448312436,0.14259500630034455,-0.016287651817220195,NA,1.5194659922887865,1.7566355257264843,-0.23716953343769775,NA,-0.03553537343284319,-0.03233974673069244,-0.0031956267021507473,NA,NA,NA,NA,NA,NA,-16.102268301066943,0,3455,8945,809,33055,1292099.4189987183,1335244.7860851288,2076.6201171875,1009237.376953125,0.021126696158300984,0.020893943212213717,0.012338485100151564
2015-07-13,88.56603278354785,90.00450134277344,29976700,28.171693945767586,28.31364631652832,165762000,22.414499282836914,22.778499603271484,79136000,98.09857177734375,101.08714294433594,33205200,27.975500106811523,28.58650016784668,41792000,100.0,78.61027352115688,Sell,69.52745144695753,26.773950135424844,NA,100.0,64.54311948628671,NA,100.0,70.09005465601555,NA,100.0,47.69157629560893,NA,1.609986136964963,1.5115407956997142,0.09844534126524884,Buy,-0.272888927039002,-0.21823246661203122,-0.05465646042697081,NA,0.19429184867572502,0.15293437477542066,0.041357473900304365,Buy,1.914925960537218,1.788293612688631,0.1266323478485869,Buy,0.059316133776153634,-0.014008570629323225,0.07332470440547686,Buy,NA,NA,NA,NA,NA,-16.102268301066943,0,3455,8945,809,33055,1328283.5886650085,1374307.964252472,2099.60009765625,1020405.6474609375,0.02800416835906505,0.029255443327267594,0.011066049239604414
2015-07-14,90.36411771299937,89.58494567871094,26627800,28.399265138027314,28.302377700805664,127072400,23.115999221801758,23.278499603271484,94724000,101.27143096923828,100.37142944335938,19736500,28.725000381469727,29.208999633789062,74832000,95.52714563536378,81.72058168868503,Sell,68.9054165885789,35.22177277013672,NA,100.0,72.78676476871674,NA,91.91805888677528,76.83170669157103,Sell,100.0,59.134855727602734,NA,1.707200479249039,1.5506727324095793,0.1565277468394597,NA,-0.23947911232035324,-0.22248179575369564,-0.016997316566657594,NA,0.2852279412918577,0.17939308807870807,0.10583485321314962,NA,2.145842796431296,1.8598034494371642,0.2860393469941318,NA,0.18261210241933057,0.025315563980407532,0.15729653843892305,NA,NA,NA,NA,NA,NA,-16.102268301066943,0,3455,8945,809,33055,1352714.8632221222,1381309.6371154785,2108.949951171875,1024949.6762695312,0.018393116323652148,0.00509468986946815,0.004453159211633695
2015-07-15,89.90460707131639,89.66486358642578,30886600,28.327159268273665,28.575010299682617,134596800,23.152000427246094,23.059499740600586,59748000,99.97000122070312,98.12999725341797,30898600,29.187000274658203,29.197999954223633,41466000,96.23895880064379,88.80719725688994,Sell,83.95491194858631,52.012755159853974,NA,88.56695340808724,85.09692013359616,Sell,66.6074800816034,85.13213017845246,Sell,99.50160011684353,77.6133631890949,Sell,1.7702855038277931,1.594595286693222,0.17569021713457111,NA,-0.1888257554386854,-0.2157505876906936,0.026924832252008202,Buy,0.33575363231603106,0.2106651969261727,0.12508843538985837,NA,2.123502788929258,1.912543317335583,0.21095947159367512,NA,0.27625299113547186,0.0755030494114204,0.20074994172405147,NA,NA,NA,NA,NA,NA,-16.102268301066943,0,3455,8945,809,33055,1349520.942029953,1371698.061826706,2107.39990234375,1024196.3525390625,-0.0023611193156859445,-0.006958306110745771,-0.000734986066058041
2015-07-16,90.18431232528134,90.75370788574219,21804100,28.78230199980128,28.95579719543457,144889600,23.274999618530273,23.77400016784668,81912000,111.0199966430664,115.80999755859375,63461000,29.475000381469727,30.089000701904297,112642000,100.0,96.12009271975016,Sell,100.0,72.01275515985398,NA,100.0,95.49119124732788,Sell,100.0,91.37335246023129,Sell,100.0,93.66476605069077,Sell,1.886396273413851,1.652955484037348,0.23344078937650314,NA,-0.11661205388521623,-0.19592288092959814,0.07931082704438192,NA,0.4285102205361824,0.2542342016481746,0.17427601888800776,NA,3.492170866781535,2.2284688272247735,1.2637020395567617,NA,0.4175471602735179,0.14391187158383992,0.273635288689678,NA,NA,NA,NA,NA,NA,-16.102268301066943,0,3455,8945,809,33055,1400982.9170379639,1465306.4778461456,2124.2900390625,1032404.958984375,0.038133513460414825,0.06824272675196497,0.008014680412562258
2015-07-17,92.45191330123411,94.86934661865234,54001600,29.084231125659848,29.205902099609375,184658800,23.885000228881836,24.15049934387207,98644000,117.33999633789062,114.7699966430664,25136900,34.0,34.98099899291992,257162000,100.0,98.35322088720152,Sell,100.0,84.47755599682455,Sell,100.0,97.71339068161745,Sell,95.58921077240178,90.8229499481561,Sell,100.0,99.9003200233687,Sell,2.2841819174708036,1.7792007707240391,0.5049811467467644,NA,-0.03875406682071514,-0.16448911810782155,0.1257350512871064,NA,0.5263335761119876,0.30865407654093724,0.21767949957105037,NA,4.441729306403985,2.671120923060616,1.7706083833433692,NA,0.9137342258584376,0.29787634243875943,0.6158578834196782,NA,NA,NA,NA,NA,NA,-16.102268301066943,0,3455,8945,809,33055,1566078.4573802948,1515127.6715335846,2126.639892578125,1033546.9877929688,0.1178426505666359,0.03400052783542673,0.001106182994042637
2015-07-20,95.74840685365638,97.80622863769531,54860500,29.510089422903707,29.75794219970703,235600800,24.62849998474121,24.405000686645508,95050000,114.69999694824219,110.55000305175781,22676900,34.44900131225586,34.641998291015625,102436000,100.0,98.35322088720152,Sell,100.0,90.57206570743304,Sell,100.0,97.71339068161745,Sell,77.69162818841025,86.36127558583814,Sell,95.75133752285579,99.05058752793987,Sell,2.804087960145978,1.984178208608427,0.8199097515375509,NA,0.06672480928400049,-0.11824633262945715,0.18497114191345765,NA,0.6172798042503231,0.37037922208281443,0.2469005821675087,NA,4.798429685645928,3.096582675577679,1.7018470100682492,NA,1.2650290591322246,0.4913068857774525,0.7737221733547721,NA,NA,NA,NA,NA,NA,-16.102268301066943,0,3455,8945,809,33055,1555642.6274204254,1510585.7415714264,2128.280029296875,1034344.0942382812,-0.006663669952606477,-0.0029977209495229973,0.00077123387202227
2015-07-21,98.84511719799336,98.28571319580078,39453300,29.933690100261874,29.46051788330078,307025600,24.395000457763672,24.399999618530273,63636000,110.20999908447266,112.51000213623047,14085400,34.24399948120117,34.76750183105469,75604000,100.0,99.24779176012876,Sell,88.9999146438072,94.5909653184787,Sell,99.82873054847377,97.6791367913122,Sell,86.00425822442396,85.1785154533679,Sell,97.3242610546285,98.51543973886557,Sell,3.2177158163341346,2.2308857301535685,0.9868300861805661,NA,0.12487840139877449,-0.06962138582381082,0.19449978722258532,NA,0.6811004983067726,0.43252347732760604,0.2485770209791665,NA,5.179566038677791,3.5131793481977014,1.6663866904800897,NA,1.5358554466959156,0.7002165979611452,0.8356388487347703,NA,NA,NA,NA,NA,NA,-16.102268301066943,0,3455,8945,809,33055,1560304.4506282806,1518271.7304592133,2119.2099609375,1029936.041015625,0.0029967186072712426,0.0050880851554915285,-0.0042616893616069795
2015-07-22,96.63746396676451,96.93714904785156,28299500,27.486719741027045,28.214502334594727,461802400,24.29949951171875,24.41349983215332,62298000,112.13999938964844,111.5,10500500,34.70100021362305,34.755001068115234,83100000,89.40349034552753,97.8806980691055,Sell,42.91667048770836,86.38331702630312,Sell,100.0,99.96574610969476,Sell,81.72069801228932,88.20115903950507,Sell,97.16759022138778,98.04863775977442,Sell,3.39753633212851,2.4642158505485567,0.9333204815799534,NA,0.06961996510873902,-0.04177311563730085,0.11139308074603987,NA,0.7244175776621624,0.49090229739451735,0.23351528026764506,NA,5.338580776896009,3.878259633937363,1.4603211429586462,NA,1.7295415248467059,0.9060815833382574,0.8234599415084485,NA,NA,NA,NA,NA,NA,-16.102268301066943,0,3455,8945,809,33055,1554889.9218711853,1500794.2829036713,2114.14990234375,1027476.8525390625,-0.0034701745258209904,-0.0115114094564982,-0.0023877098952062026
2015-07-23,96.85722987749952,95.3388442993164,29418800,28.435313761560018,28.20098304748535,203998000,24.58300018310547,24.108999252319336,187488000,110.91000366210938,110.0999984741211,8306800,34.592498779296875,33.73649978637695,76232000,76.8446130207837,93.24962067326224,Sell,42.41666660788141,74.8666503478794,NA,89.60216285641897,97.88617868097856,Sell,75.7830958844714,83.35777821639934,Sell,84.40281376418052,94.92920051261052,Sell,3.3722028949659943,2.6458132594320443,0.7263896355339501,NA,0.024454466877237735,-0.028527599134393136,0.05298206601163087,NA,0.7258093448323386,0.5378837068820816,0.18792563795025696,NA,5.290645412730257,4.1607367896959415,1.1299086230343152,NA,1.7803320362524282,1.0809316739210917,0.6994003623313365,NA,NA,NA,NA,NA,NA,-16.102268301066943,0,3455,8945,809,33055,1517320.2939453125,1479370.9436969757,2102.14990234375,1021644.8525390625,-0.024162242868395967,-0.014274667388288975,-0.005676040278268291
2015-07-24,97.24682184600279,96.84724426269531,33444900,28.237032765333133,28.052270889282227,168649200,28.949499130249023,26.47100067138672,438188000,111.55000305175781,109.33999633789062,8125100,33.8385009765625,32.73849868774414,82622000,88.69705237196861,90.98903114765596,Sell,36.91662392978501,62.2499751338364,NA,100.0,97.88617868097856,Sell,72.55982061097107,78.7519001841132,Sell,71.89496408690475,89.30819332999147,Sell,3.43425330002313,2.8035012675502617,0.6307520324728682,NA,-0.023073368766237223,-0.027436753060761956,0.004363384294524732,NA,0.9070501947649774,0.6117170044586608,0.29533319030631655,NA,5.13217000928023,4.355023433612799,0.7771465756674312,NA,1.7202238645425858,1.2087901120453906,0.5114337524971952,NA,NA,NA,NA,NA,NA,-16.102268301066943,0,3455,8945,809,33055,1504330.8280887604,1501658.6885414124,2079.64990234375,1010709.8525390625,-0.008560793596701366,0.015065690548672794,-0.01070332804283558
2015-07-27,96.47763980676135,94.0701904296875,38585400,27.734570111354575,27.66246795654297,177822000,26.387500762939453,26.570499420166016,149820000,107.79000091552734,106.43000030517578,11302600,32.57849884033203,32.91350173950195,58382000,66.87600826575593,84.36423280080716,Sell,22.499962965288248,46.74996772689405,NA,100.0,97.88617868097856,Sell,60.21812075107831,75.25719869664681,Sell,74.0882601338228,84.97557785218487,Sell,3.2222001400983373,2.887241042059877,0.33495909803846047,NA,-0.09114272330637974,-0.04017794710988551,-0.05096477619649423,Sell,1.0466484794323172,0.6987032994533922,0.34794517997892505,NA,4.717385664830388,4.427495879856317,0.28988978497407114,NA,1.6674872342600793,1.3005295364883285,0.3669576977717508,NA,NA,NA,NA,NA,NA,-16.102268301066943,0,3455,8945,809,33055,1507304.6143493652,1482197.8631629944,2067.639892578125,1004872.9877929688,0.001976816671624748,-0.012959553010891356,-0.005775015185050969
2015-07-28,94.73947537318729,95.18900299072266,35236000,27.79991912841797,27.79991912841797,134472400,26.799999237060547,26.30150032043457,105462000,107.29000091552734,106.9000015258789,11155900,33.0880012512207,32.983001708984375,34364000,75.66721639818546,79.49767608044424,Sell,27.583523856350467,34.4666895694027,NA,94.7104677477791,96.86252612083962,Sell,62.21146161288339,70.4986393743387,NA,74.95929642030812,80.5025849253208,Sell,3.1085913998398524,2.9315111136158722,0.1770802862239802,NA,-0.13246998482436823,-0.05863635465278205,-0.07383363017158617,NA,1.1226341192423135,0.7834894634111764,0.33914465583113707,NA,4.376145769664177,4.417225857817889,-0.04108008815371189,Sell,1.6127108151170013,1.3629657922140632,0.2497450229029381,NA,NA,NA,NA,NA,NA,-16.102268301066943,0,3455,8945,809,33055,1508050.8636798859,1485144.8785419464,2093.25,1017319.5,0.0004950885994883247,0.0019882739357504065,0.012386154626733425
2015-07-29,96.21791135542557,96.88719940185547,64648300,27.74809188631079,27.712039947509766,148046800,26.54599952697754,26.450000762939453,75052000,106.83000183105469,107.08000183105469,6695600,33.112998962402344,33.07149887084961,36756000,89.01100482169096,79.41917897567694,Sell,24.333357552859113,30.75002698243285,NA,97.63054398923438,96.3886349186865,Sell,60.85705098382639,66.32590996864612,NA,76.06842265172438,76.28275141138812,Sell,3.1196248196155665,2.9691338548158113,0.1504909647997552,NA,-0.17034956899410858,-0.08097899752104736,-0.08937057147306122,NA,1.1812196658546092,0.863035503899863,0.3181841619547462,NA,4.0732809670874275,4.348436879671797,-0.27515591258436967,NA,1.5584759490412523,1.4020678235795012,0.1564081254617511,NA,NA,NA,NA,NA,NA,-16.102268301066943,0,3455,8945,809,33055,1512146.4715003967,1492063.2567481995,2108.570068359375,1024765.0532226562,0.0027158287025657035,0.0046583860646951525,0.007318795346650031
2015-07-30,94.80940762870233,95.10908508300781,86211300,27.561073352172485,27.57234001159668,134513200,26.38249969482422,26.83799934387207,74862000,106.4000015258789,111.55999755859375,14229200,32.87200164794922,33.22800064086914,39606000,75.03925154982923,79.05810668148604,Sell,19.166627280544642,26.100019116965495,NA,100.0,98.46820234740271,Sell,80.94414493308886,67.35811977836961,NA,77.7989061249178,74.96196988353556,NA,2.950874079536149,2.965481899759879,-0.014607820223730084,Sell,-0.20923015468148165,-0.10662922895313422,-0.10260092572834743,NA,1.2446102838633735,0.9393504598925652,0.3052598239708083,NA,4.146953148837113,4.30814013350486,-0.16118698466774717,NA,1.5107083068576372,1.4237959202351285,0.08691238662250877,NA,Sell,NA,NA,NA,NA,-16.102268301066943,0,3455,8945,809,33055,1523931.938079834,1510779.9209270477,2108.6298828125,1024794.123046875,0.007793865740891803,0.012544149247156744,2.836730636679441e-05
2015-07-31,94.8493607682482,93.91036224365234,46509000,27.62416541053688,27.33125114440918,171540000,26.954500198364258,26.8075008392334,60512000,111.94999694824219,114.30999755859375,16349100,33.23500061035156,32.875,34922000,65.620138517955,74.44272391068333,NA,10.250079536452384,20.766710238298973,Buy,99.43025384168895,98.35425311574049,Sell,93.27440409403135,71.50103647498166,NA,73.3282799222567,75.24863305060596,Sell,2.6894091526360455,2.9102673503351126,-0.22085819769906712,NA,-0.2565399231331966,-0.1366113677891467,-0.11992855534404992,NA,1.2776587758493392,1.00701212308392,0.2706466527654192,NA,4.376788013184154,4.321869709440719,0.05491830374343465,Buy,1.4279078716090297,1.4246183105099088,0.003289561099120819,NA,NA,NA,NA,NA,NA,-16.102268301066943,0,3455,8945,809,33055,1513382.4807357788,1513937.0929965973,2103.840087890625,1022466.2827148438,-0.00692252526536552,0.0020897630593423866,-0.002271519985995063
2015-08-03,93.430868085836,94.04022216796875,29343100,27.376309297219663,26.686832427978516,279904000,26.872499465942383,26.75149917602539,60284000,114.5999984741211,112.55999755859375,10144800,32.882999420166016,33.236000061035156,31348000,66.64052894123628,74.39562804577938,NA,0.0,16.26671764524132,Buy,98.3840801735107,98.03106915044263,Sell,85.42787553706795,76.5429874321796,Sell,77.90021590529733,76.01102420490086,Sell,2.4642683730713344,2.821067554882357,-0.35679918181102277,NA,-0.3420890704031301,-0.17770690831194338,-0.1643821620911867,NA,1.284523885886145,1.062514475644365,0.22200941024178,NA,4.367378997921193,4.330971567136814,0.03640743078437936,NA,1.3755610070198045,1.414806849811888,-0.03924584279208343,Sell,NA,NA,NA,NA,Sell,-16.102268301066943,0,3455,8945,809,33055,1521172.1862106323,1503964.4232902527,2098.0400390625,1019647.458984375,0.0051472153100822204,-0.006587241803161947,-0.002756886733696673
2015-08-04,93.69059378406594,93.9603042602539,20136000,26.457017332358557,25.830629348754883,496554400,26.484500885009766,26.594999313354492,58692000,113.1500015258789,121.1500015258789,29653300,33.21699905395508,33.06399917602539,26188000,66.01256409288004,72.4646975847183,NA,0.0,10.750012873971228,Buy,95.4604878010542,98.18107316109766,Sell,100.0,84.10069510960292,Sell,75.72188653594468,76.16354222802818,Sell,2.2534179762377278,2.7075376391534314,-0.4541196629157036,NA,-0.473517404978292,-0.2368690076452131,-0.23664839733307888,NA,1.2627797649795696,1.102567533511406,0.16021223146816355,NA,4.995479043206046,4.46387306235066,0.5316059808553861,NA,1.3051517290414871,1.3928758256578078,-0.08772409661632063,NA,NA,NA,NA,NA,NA,-20.46402437251527,2930,13830,19309,3235,0,1537984.3920536041,1528540.327676773,2093.320068359375,1017353.5532226562,0.01105213860427745,0.016340748495070834,-0.002249704779339723
2015-08-05,95.14904267872434,96.33778381347656,29813200,25.449824224719443,26.00185775756836,397250400,26.940000534057617,26.850500106811523,57788000,125.62000274658203,123.70999908447266,26946500,33.287498474121094,33.66450119018555,36448000,84.69390385513465,71.60127739140702,NA,4.359938087742704,6.755328980947946,Buy,100.0,98.65496436325078,Sell,100.0,91.92928491283763,Sell,83.32702864742988,77.61526342716928,Sell,2.2521983080213346,2.616469772927012,-0.3642714649056775,NA,-0.5574328663500268,-0.3009817793861758,-0.25645108696385094,NA,1.2517349499014223,1.1324010167894094,0.1193339331120129,NA,5.634868011642325,4.698072052208993,0.9367959594333319,NA,1.2830175354126538,1.370904167608777,-0.08788663219612314,NA,NA,NA,NA,NA,NA,-20.46402437251527,2930,13830,19309,3235,0,1560533.5529613495,1554169.8384609222,2099.840087890625,1020522.2827148438,0.014661501783926667,0.016767310825945625,0.0031146787487494887
